;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
IT.RWH.CO2-INT (kg/sqm);41,30620908;38,61562482;35,48633725;32,4836666;29,6177628;26,99483997;24,31428891;21,87782524;19,58280255;17,42639626;15,33764459;13,57505654;11,86143549;10,25979901;8,764766857;7,375727481;6,070742174;4,870693699;3,852077309;3,037151929;2,384860636;2,022622195;1,749239412;1,509966742;1,302415558;1,109012822;0,970079144;0,837304109;0,720207148;0,612976347;0,511107092
LV.RWH.CO2-INT (kg/sqm);41,28004693;38,61537667;35,62350905;32,73799974;29,92175809;27,33188277;24,66614267;22,23301656;19,9308453;17,75899164;15,64690645;13,86084898;12,11889226;10,48675613;8,960001005;7,538904416;6,20166705;4,970364081;3,924238242;3,086713688;2,415928145;2,043421262;1,762200507;1,515960031;1,302295615;1,103138017;0,960082544;0,823356705;0,7027895;0,592397683;0,487534924
LT.RWH.CO2-INT (kg/sqm);50,99574688;47,77757689;43,94746774;40,23261648;36,66411093;33,38591055;30,03232254;26,98244095;24,11122523;21,41627757;18,81027364;16,61226257;14,47954569;12,48963516;10,63559133;8,916362684;7,304775878;5,826153765;4,573501078;3,573046143;2,773711965;2,329439909;1,994472888;1,701961406;1,448784433;1,213463944;1,044573968;0,883506643;0,741642537;0,611856046;0,488642171
LU.RWH.CO2-INT (kg/sqm);38,88104113;36,39066502;33,47402987;30,66679692;27,97994759;25,51575699;22,98956605;20,68936488;18,51852703;16,47523899;14,49251988;12,81794728;11,187434;9,661641729;8,235842952;6,909809893;5,662829724;4,515154667;3,540368102;2,760113541;2,135271418;1,788407954;1,526611722;1,297383236;1,098468761;0,913003218;0,779803753;0,652426221;0,540044364;0,437073513;0,3391772
MT.RWH.CO2-INT (kg/sqm);58,85465583;54,38210297;49,36798777;44,64123194;40,14212648;36,119936;32,10110913;28,52208327;25,21961526;22,17374604;19,29790061;16,89696521;14,60852572;12,50793104;10,57534215;8,801706452;7,170394672;5,694216996;4,45573057;3,480085714;2,706549422;2,266877272;1,933026181;1,644793602;1,398897987;1,175652417;1,013167028;0,863175885;0,734552403;0,62061118;0,517029509
NL.RWH.CO2-INT (kg/sqm);56,6129312;52,83388221;48,45829795;44,26462688;40,267509;36,612256;32,88926337;29,50993644;26,33419768;23,35792121;20,48499838;18,06313726;15,71788192;13,53356176;11,5022712;9,622427268;7,864081448;6,254171897;4,892570653;3,806580471;2,940097939;2,457736685;2,093984506;1,776708889;1,502422925;1,248079016;1,065372595;0,891702955;0,739163175;0,600157892;0,468845066
PL.RWH.CO2-INT (kg/sqm);142,1905914;132,9661494;122,1727583;111,7751374;101,8140623;92,66673105;83,29577542;74,75936163;66,70814245;59,13905525;51,81214667;45,62546171;39,62288938;34,02453624;28,81305516;23,98668364;19,47022046;15,3342131;11,83618849;9,046740607;6,821894123;5,584026501;4,651131171;3,838041282;3,135800933;2,485336021;2,018968122;1,576313493;1,188280683;0,835371413;0,502567054
PT.RWH.CO2-INT (kg/sqm);27,4309262;25,53544249;23,3882304;21,34642767;19,40848244;17,63808673;15,84056573;14,20877042;12,67712325;11,24432458;9,866666205;8,704983113;7,586608858;6,55061264;5,593287873;4,713595361;3,8976422;3,156916531;2,534532853;2,040519359;1,648235161;1,426560633;1,258463859;1,112302252;0,98621575;0,870249243;0,785538776;0,705813186;0,635915601;0,572622103;0,513515512
RO.RWH.CO2-INT (kg/sqm);61,63247498;57,20879331;52,20010869;47,44285133;42,9451174;38,85439734;34,73219478;31,00944331;27,53439586;24,29967177;21,20357236;18,60097901;16,10374182;13,79659062;11,66938045;9,718314016;7,91132624;6,273008834;4,89849291;3,809623318;2,946891294;2,463918733;2,100222385;1,785213708;1,514689175;1,266294115;1,087513446;0,919369008;0,772740027;0,640359178;0,516762188
SK.RWH.CO2-INT (kg/sqm);38,10702595;35,6762836;32,8202369;30,09001039;27,5007681;25,08975208;22,61450627;20,35716176;18,22476049;16,21670066;14,26900987;12,6226698;11,022056;9,526586751;8,132096531;6,838606568;5,626354303;4,514738279;3,573532395;2,822201444;2,222303065;1,888140037;1,635981617;1,415924665;1,225588243;1,049014146;0,922048547;0,801293291;0,695126656;0,598275098;0,506683456
SI.RWH.CO2-INT (kg/sqm);39,92861017;37,36932416;34,38250435;31,51334434;28,77064164;26,25735356;23,68061697;21,33454441;19,11959842;17,03359793;15,00760592;13,29594924;11,62748245;10,06464077;8,602731655;7,241718546;5,960464039;4,780048088;3,776647913;2,972964984;2,328948544;1,971605741;1,701867186;1,465550225;1,260383089;1,068946602;0,931508022;0,799980672;0,683893478;0,577466638;0,476198107
ES.RWH.CO2-INT (kg/sqm);22,0899808;20,7841193;19,22738306;17,71981188;16,26735562;14,92894225;13,54142991;12,27111669;11,06336399;9,918133456;8,797089673;7,847186993;6,91418397;6,034741544;5,206980148;4,431663083;3,697156126;3,016447366;2,435195582;1,968000086;1,592332658;1,384940993;1,228476974;1,0909525;0,97120918;0,858915572;0,778573478;0,701263455;0,632843906;0,569880031;0,509680956
SE.RWH.CO2-INT (kg/sqm);3,577849314;3,371110858;3,130674346;2,899513624;2,678935755;2,47705932;2,272010064;2,085979721;1,911443685;1,748161383;1,590993954;1,458364015;1,330338085;1,211373943;1,101035915;0,99922315;0,904357564;0,817825745;0,744734626;0,686355423;0,639658569;0,612833969;0,592200137;0,57405646;0,558198345;0,54345611;0,532349196;0,521762048;0,512270387;0,503487365;0,495119335
UK.RWH.CO2-INT (kg/sqm);36,46925608;34,40463122;31,90369788;29,46101379;27,09058706;24,89497436;22,60121587;20,49300804;18,47943685;16,56188776;14,67612709;13,07510913;11,49588657;10,00198735;8,590945377;7,264873338;6,004469535;4,832716768;3,829554404;3,02133505;2,36996112;2,009894151;1,737627329;1,497677106;1,288183933;1,091212374;0,949757219;0,813302495;0,692162963;0,580363602;0,473214115
HR.RWH.CO2-INT (kg/sqm);53,8734369;50,26408847;45,98675178;41,89161343;37,9949756;34,43474494;30,82833512;27,56172443;24,50383819;21,65060009;18,91329799;16,60948776;14,39458385;12,34489694;10,45211334;8,713526228;7,10113165;5,637559321;4,408546199;3,434220977;2,661788047;2,228781634;1,902341735;1,619472234;1,376495756;1,153545548;0,992892116;0,842030868;0,710636055;0,592243361;0,482001578
CH.RWH.CO2-INT (kg/sqm);16,88742465;15,95834695;14,81954556;13,70397387;12,61985651;11,61539836;10,56659557;9,603236204;8,684086675;7,809761744;6,950772072;6,222187951;5,503872685;4,824596288;4,183024897;3,579910302;3,006215305;2,472385031;2,015007428;1,646291363;1,348885018;1,184932068;1,061081102;0,951845268;0,85640412;0,766487919;0,702069737;0,639769122;0,584391587;0,533173554;0,483932918
NO.RWH.CO2-INT (kg/sqm);4,000929146;3,909726267;3,756043888;3,590671817;3,416254445;3,246683573;3,049033408;2,859826949;2,668951658;2,477758627;2,278326895;2,107535684;1,929566804;1,754317777;1,58233505;1,414817826;1,249550692;1,090966432;0,953148851;0,842102851;0,753072357;0,710901204;0,682140008;0,657586319;0,63719258;0,617900816;0,60793517;0,598107415;0,590469066;0,583976707;0,577774862
AT.HOT.CO2-INT (kg/sqm);38,15273755;35,8202896;33,06436115;30,40423819;27,84925481;25,49995484;23,07502768;20,8597321;18,75937586;16,77316085;14,83491918;13,19464084;11,58830371;10,0778136;8,659330874;7,333539511;6,08014248;4,92064887;3,931798796;3,137630369;2,499473077;2,146382269;1,879766588;1,645498215;1,441535806;1,250415299;1,113311214;0,981505401;0,864825112;0,757471538;0,65490456
BE.HOT.CO2-INT (kg/sqm);54,11299076;51,05932824;47,34822073;43,72765627;40,21652608;36,96658654;33,56991306;30,4477709;27,4647481;24,62266965;21,8252995;19,45000961;17,10424635;14,88291262;12,78231329;10,80551709;8,923362592;7,17054393;5,667608409;4,455048566;3,476159518;2,935528285;2,52648923;2,165313514;1,849353731;1,551438137;1,337354478;1,130180465;0,945759214;0,774998145;0,610686946
BG.HOT.CO2-INT (kg/sqm);67,12359794;62,61768325;57,41337656;52,43108153;47,6869506;43,35168106;38,94038895;34,9384663;31,17976263;27,65887994;24,26196169;21,39896033;18,62767521;16,04740292;13,64864189;11,42938473;9,354221016;7,454821034;5,848752226;4,567999734;3,546303397;2,977230828;2,548000938;2,17366248;1,850082293;1,550141379;1,334556746;1,129737313;0,949877295;0,786048732;0,631396
CY.HOT.CO2-INT (kg/sqm);148,7790332;138,2618847;126,096203;114,4205018;103,3276229;93,21579095;83,05164004;73,88204487;65,3433465;57,41577856;49,8552158;43,49726914;37,42073513;31,82566276;26,68903721;22,00357743;17,69805916;13,83113946;10,61491575;8,08774344;6,105381614;4,979334534;4,130270365;3,403672889;2,788079316;2,236806379;1,838389282;1,475988131;1,168798217;0,90230522;0,666593702
CZ.HOT.CO2-INT (kg/sqm);107,298126;100,9438489;93,3161141;85,90541079;78,74885588;72,14380813;65,28698902;59,00428424;53,02719663;47,3567571;41,80375978;37,09680069;32,47189298;28,11079682;24,00426284;20,15614296;16,50880376;13,12678407;10,23689325;7,911966016;6,040530638;5,00415361;4,22037016;3,530392055;2,928530982;2,363484913;1,957111709;1,56567069;1,218300658;0,897920857;0,591137167
DK.HOT.CO2-INT (kg/sqm);34,62558271;32,41333199;29,83317627;27,35308565;24,98039836;22,80387356;20,57278651;18,54042504;16,62212825;14,81671078;13,06588296;11,58688805;10,1485204;8,804104681;7,549574314;6,384703159;5,291357412;4,287027726;3,435331423;2,754479463;2,20996593;1,907121073;1,678500438;1,478579121;1,305310301;1,144116151;1,028224392;0,917703577;0,82038366;0,731456905;0,647204514
EE.HOT.CO2-INT (kg/sqm);189,3429874;175,7843458;160,4250593;145,8421451;132,0536305;119,514256;106,8576242;95,4230396;84,73765841;74,77803537;65,22499939;57,19282506;49,46443163;42,30622915;35,68724823;29,59702071;23,93565328;18,78365337;14,44867841;11,00699135;8,274236485;6,751739912;5,60680103;4,613652651;3,759968573;2,974081497;2,411840829;1,881737082;1,419754419;1,002379536;0,611693222
FI.HOT.CO2-INT (kg/sqm);29,89777417;27,84789818;25,5028802;23,26633264;21,14422361;19,20971043;17,25118099;15,47866038;13,81917058;12,2696491;10,7805713;9,527044953;8,31873364;7,197753776;6,159603275;5,202993598;4,312565497;3,501308275;2,817933372;2,274710803;1,842832094;1,601212009;1,418910325;1,260465688;1,123967828;0,998196607;0,907571768;0,822085989;0,747382156;0,679796556;0,616558705
FR.HOT.CO2-INT (kg/sqm);22,60541446;21,16522889;19,47917864;17,85628892;16,30497791;14,88426674;13,43335585;12,11518858;10,87466489;9,710207406;8,583561203;7,633280089;6,710340536;5,84840751;5,04445866;4,298064411;3,597408762;2,953618408;2,407518104;1,970857458;1,621546891;1,427388615;1,280853111;1,152695888;1,041612151;0,938219481;0,863930547;0,793018366;0,730520569;0,673325814;0,619022772
DE.HOT.CO2-INT (kg/sqm);60,29163274;56,71763779;52,4385331;48,28585065;44,2809168;40,58350369;36,75868842;33,25243464;29,91886255;26,75744644;23,66834398;21,0384094;18,45961233;16,02662028;13,73409672;11,58428712;9,543759345;7,649917076;6,030267108;4,726356754;3,675013267;3,095011386;2,655603313;2,268571103;1,930829141;1,614026099;1,38550513;1,165760346;0,970740203;0,790820403;0,618386215
EL.HOT.CO2-INT (kg/sqm);85,77721508;80,33173498;73,95303928;67,82118742;61,95646156;56,58269749;51,06337649;46,03660927;41,285338;36,80401895;32,44093401;28,75345759;25,14736409;21,75954287;18,57996195;15,60912052;12,80086491;10,20295305;7,987082317;6,207070743;4,776338938;3,984076076;3,385444633;2,859215286;2,400842119;1,971225458;1,662593729;1,365827249;1,102931825;0,860918041;0,629627221
HU.HOT.CO2-INT (kg/sqm);60,95647123;57,12578845;52,54070885;48,07970871;43,78806322;39,84198966;35,80974576;32,14309327;28,69391166;25,4594499;22,33677421;19,6739699;17,10348193;14,71567123;12,50158348;10,45922893;8,556584516;6,822174762;5,360732301;4,198868706;3,275208829;2,757868785;2,367613893;2,028680038;1,736919578;1,46831679;1,274842094;1,092423146;0,933010418;0,788725058;0,65361367
IE.HOT.CO2-INT (kg/sqm);108,6763761;101,4552386;93,03672637;84,93783492;77,2001993;70,11245526;62,89359992;56,33857789;50,18085739;44,41424239;38,85626792;34,17108364;29,64387075;25,43584003;21,53199202;17,92917141;14,57057349;11,50661678;8,923467591;6,86915972;5,235390073;4,324069727;3,637635825;3,041229611;2,527730166;2,054320978;1,714739098;1,394118986;1,114159631;0,860824522;0,623448405
IT.HOT.CO2-INT (kg/sqm);68,71309621;64,22429801;59,00359536;53,99413225;49,21284219;44,83692599;40,36486654;36,30002684;32,4711582;28,87354827;25,38880896;22,44822013;19,58932468;16,91725712;14,42304137;12,10565718;9,928503398;7,926419501;6,227025254;4,867456024;3,779215071;3,174879692;2,718785394;2,31959822;1,973333137;1,650672419;1,418884381;1,197371031;1,002013972;0,823116982;0,653164852
LV.HOT.CO2-INT (kg/sqm);49,30450929;46,12451242;42,55404074;39,11049626;35,74961525;32,65887808;29,47760446;26,57393058;23,82653721;21,23466385;18,71411773;16,58265056;14,50381288;12,55603425;10,73401649;9,038090812;7,442242084;5,972814645;4,724376161;3,724880836;2,924370558;2,479823725;2,144217051;1,850355572;1,59537011;1,357696974;1,186975679;1,02380812;0,87992415;0,74818341;0,623041005
LT.HOT.CO2-INT (kg/sqm);60,9745375;57,12920085;52,55266848;48,11385581;43,84990914;39,93284319;35,92569785;32,28144614;28,85067924;25,63053207;22,51666223;19,89029614;17,34194896;14,96423868;12,7488732;10,69459609;8,768938389;7,002157942;5,505384523;4,309957916;3,354847083;2,82399395;2,423747546;2,074230545;1,771713681;1,490533226;1,288729462;1,096272852;0,926761842;0,771682167;0,624456001
LU.HOT.CO2-INT (kg/sqm);45,3269569;42,42617035;39,02887787;35,75901691;32,62937862;29,75909292;26,8165893;24,13731824;21,6087294;19,22871039;16,91924199;14,96870221;13,06948265;11,29224199;9,631473594;8,086912171;6,634431442;5,297621166;4,16219116;3,253351756;2,525536539;2,121510469;1,816570589;1,549565574;1,317870277;1,101840275;0,946689727;0,798320559;0,667418332;0,547478031;0,433448545
MT.HOT.CO2-INT (kg/sqm);110,1852594;101,7883763;92,37475035;83,50062015;75,05388645;67,50252494;59,95747837;53,23812525;47,03798878;41,31959735;35,92041284;31,41283638;27,11646255;23,17275329;19,54446234;16,2145941;13,15192835;10,38051528;8,055349731;6,223649553;4,771393076;3,945941528;3,319161099;2,778026009;2,3163754;1,897248555;1,592194402;1,31059726;1,069116302;0,855200185;0,660733352
NL.HOT.CO2-INT (kg/sqm);100,7267755;93,98720231;86,18376541;78,7047533;71,57627507;65,05748021;58,4178782;52,39117115;46,72754417;41,41963916;36,29605548;31,97689734;27,79435828;23,89883175;20,2762189;16,92369667;13,78785472;10,9167347;8,488448832;6,551688993;5,006400098;4,146154839;3,497437546;2,931606765;2,442443927;1,98884584;1,663006377;1,35328315;1,081243011;0,833340355;0,599156463
PL.HOT.CO2-INT (kg/sqm);171,6385772;160,5060507;147,4800365;134,9316579;122,9101249;111,8706596;100,561313;90,2591339;80,54251243;71,40775238;62,56526584;55,09885924;47,85464916;41,09827138;34,80879051;28,98407948;23,53338163;18,54183724;14,32024293;10,95379511;8,26873703;6,77481532;5,64894971;4,667671409;3,820171979;3,035157785;2,472321246;1,938103089;1,469805325;1,043896439;0,642251184
PT.HOT.CO2-INT (kg/sqm);36,10643144;33,61008229;30,78220725;28,09315616;25,54088526;23,20927681;20,8419444;18,69287247;16,67569549;14,78870182;12,97432785;11,44439299;9,971495805;8,607090368;7,346295112;6,187741417;5,113132351;4,137597775;3,317919422;2,667304405;2,150666715;1,858721701;1,637338506;1,444843893;1,278788161;1,12606045;1,014496894;0,909498413;0,817443401;0,73408596;0,65624267
RO.HOT.CO2-INT (kg/sqm);73,73201273;68,4429377;62,45441711;56,76650985;51,38889591;46,4979189;41,56930056;37,11827689;32,96341492;29,09589016;25,39410887;22,28237694;19,29661172;16,53811852;13,99476775;11,66201925;9,501535149;7,542717962;5,899309057;4,597426735;3,565920685;2,988465455;2,553620136;2,176987129;1,853540584;1,556552644;1,342797577;1,141759478;0,966445851;0,80816768;0,660391732
SK.HOT.CO2-INT (kg/sqm);45,00078408;42,13348633;38,7645006;35,54393206;32,48966817;29,64563955;26,72584562;24,06308753;21,5477122;19,17900972;16,8815184;14,93949967;13,05141953;11,28736765;9,642430384;8,116632776;6,686662959;5,375403405;4,265159238;3,37889108;2,671252413;2,27707452;1,979629063;1,720050419;1,495530039;1,287243664;1,137475354;0,995032747;0,869798844;0,755552981;0,647511704
SI.HOT.CO2-INT (kg/sqm);47,33794245;44,30659745;40,76886026;37,37048515;34,12189235;31,14502957;28,09301525;25,3142108;22,69071916;20,21995695;17,82027175;15,79290087;13,81668624;11,96557922;10,23402171;8,621970433;7,104389189;5,706246121;4,517769299;3,565847466;2,803042523;2,379788023;2,060296331;1,780390826;1,537380718;1,310633869;1,147844814;0,992057312;0,854557893;0,728500678;0,608553218
ES.HOT.CO2-INT (kg/sqm);29,41887393;27,67810053;25,60289957;23,5932379;21,65704694;19,8728804;18,02326268;16,32987677;14,7198869;13,19324196;11,69883907;10,43257514;9,188839226;8,016502049;6,913058061;5,879524777;4,900393243;3,992977177;3,218141833;2,595348763;2,094566814;1,818104192;1,609530463;1,426204019;1,26658067;1,116888128;1,009788424;0,90673061;0,815524207;0,731590468;0,651342333
SE.HOT.CO2-INT (kg/sqm);8,94755099;8,389930778;7,741419315;7,117926746;6,522978519;5,978472275;5,425408216;4,923642452;4,452879425;4,012470257;3,588554276;3,230821439;2,88550665;2,564633546;2,267027018;1,992415044;1,736541176;1,503145357;1,306002135;1,148540267;1,022588327;0,950236337;0,894582241;0,845644655;0,802871744;0,763108614;0,733150763;0,704594839;0,67899369;0,6553039;0,632733436
UK.HOT.CO2-INT (kg/sqm);56,13094197;52,94612578;49,08827578;45,32027901;41,66374382;38,27687049;34,73860099;31,48655527;28,38049263;25,42255025;22,51364354;20,04397071;17,60791869;15,30348336;13,12686068;11,08130956;9,137055897;7,329552142;5,782109892;4,535379731;3,53059369;2,97516731;2,555178285;2,185039685;1,861883036;1,55804178;1,339838137;1,129347977;0,942482484;0,770024804;0,604739852
HR.HOT.CO2-INT (kg/sqm);63,82209211;59,54925477;54,48563614;49,63770849;45,02477074;40,81008024;36,5407217;32,67362591;29,05362336;25,67588842;22,43540143;19,708093;17,08603411;14,65956325;12,41883848;10,36065538;8,451862174;6,719248483;5,264311875;4,110881202;3,196455695;2,683851825;2,297404071;1,96253605;1,674894392;1,410960335;1,220774767;1,042181431;0,886632951;0,746476705;0,615969713
CH.HOT.CO2-INT (kg/sqm);24,85080362;23,47830615;21,79599045;20,14799125;18,54645855;17,06260391;15,51324032;14,09009964;12,73226876;11,44065586;10,17169726;9,095382703;8,034238007;7,030764211;6,082990843;5,192028499;4,344526807;3,555916024;2,880246383;2,335553662;1,896204562;1,654001993;1,471040829;1,309670146;1,168677921;1,035847526;0,940684559;0,848649807;0,766842305;0,691179505;0,618437852
NO.HOT.CO2-INT (kg/sqm);4,816462222;4,707382973;4,523577828;4,325791733;4,117187398;3,91437951;3,6779886;3,451696418;3,223408303;2,994740169;2,756218494;2,551951071;2,339099109;2,129500109;1,923807626;1,723455914;1,525795324;1,336127496;1,171296755;1,038485001;0,932003939;0,88156696;0,847168378;0,817802004;0,793410957;0,770337879;0,7584189;0,74666484;0,737529323;0,729764419;0,722346972
AT.DWC.CO2-INT (kg/sqm);27,23438962;25,54649223;23,5521393;21,62711689;19,7781797;18,0780872;16,32326639;14,7201474;13,20020531;11,76286258;10,36023619;9,17323371;8,01079309;6,917713045;5,891214996;4,9317939;4,024761626;3,185683426;2,470092989;1,895385713;1,433577327;1,178059921;0,985121035;0,815590575;0,667991304;0,529685194;0,430468564;0,335086076;0,250649314;0,172961914;0,098738378
BE.DWC.CO2-INT (kg/sqm);38,38891946;35,75158762;32,72213909;29,82925554;27,08080338;24,57343197;22,02808434;19,72217373;17,55968056;15,53685804;13,58804092;11,9470151;10,36052505;8,884901942;7,514312808;6,247227743;5,0630702;3,979593028;3,063666688;2,333409472;1,750909147;1,4269309;1,182770664;0,969844636;0,785791576;0,615063537;0,492556048;0,376040434;0,273684155;0,180352411;0,092071796
BG.DWC.CO2-INT (kg/sqm);40,92976144;38,35575911;35,32103001;32,3934847;29,58494773;27,00506956;24,34970562;21,92737662;19,63522777;17,47187214;15,36556751;13,58449914;11,84413308;10,21058179;8,679314403;7,250693583;5,902707133;4,658051217;3,598140652;2,747913293;2,06554198;1,687337095;1,401719441;1,151064509;0,933085215;0,729225146;0,582820618;0,442362638;0,31815061;0,204027619;0,09519405
CY.DWC.CO2-INT (kg/sqm);101,3367459;96,36713972;89,95818095;83,58971347;77,33564718;71,51670292;65,3378745;59,63399015;54,13699922;48,8480582;43,56600088;39,06939739;34,5496;30,20307251;26,02430744;22,02376856;18,14278145;14,46274406;11,26174636;8,648442302;6,513068971;5,346103307;4,461370536;3,670190354;2,969515138;2,296759656;1,813789214;1,33684751;0,905825312;0,49946557;0,100500722
CZ.DWC.CO2-INT (kg/sqm);56,18967255;52,37596361;47,9737243;43,76028111;39,74946996;36,08532917;32,35899694;28,97970903;25,8072433;22,83688809;19,97253794;17,55930338;15,22445457;13,05141925;11,03197636;9,164220685;7,418126358;5,820168377;4,469207887;3,392109784;2,533036136;2,05520988;1,695133706;1,381202839;1,109932963;0,858429714;0,678004044;0,506506086;0,355936325;0,21874639;0,089124323
DK.DWC.CO2-INT (kg/sqm);35,85204612;33,65407735;31,04751333;28,52691865;26,10119141;23,86697334;21,55574391;19,44128873;17,43381442;15,53333863;13,67717845;12,10540157;10,56557446;9,117377894;7,757420961;6,486561132;5,285510395;4,174928941;3,228197734;2,468178872;1,85776168;1,520008718;1,265062272;1,041192557;0,846421551;0,66407333;0,533364591;0,407840932;0,296855693;0,194877205;0,097577461
EE.DWC.CO2-INT (kg/sqm);153,4966068;143,8351699;132,4930818;121,5794248;111,1221392;101,5233466;91,62997626;82,60043428;74,04497473;65,95751159;58,06581748;51,3885905;44,84715799;38,69325193;32,91054622;27,50144486;22,38265344;17,6421639;13,5949542;10,34085612;7,722581811;6,272349423;5,175666102;4,210361121;3,368292861;2,577589712;2,008604453;1,460249348;0,973215943;0,523508835;0,092223509
FI.DWC.CO2-INT (kg/sqm);40,23673135;37,82343006;34,94193583;32,15106667;29,46245052;26,98601577;24,41758081;22,06665558;19,83095071;17,70989269;15,63121607;13,86983095;12,1366365;10,50006888;8,95648388;7,507324134;6,130721926;4,851395458;3,756316494;2,874125877;2,163035054;1,770338004;1,473510843;1,21184448;0,983317641;0,768283268;0,6139452;0,464915471;0,332535767;0,210263849;0,092957066
FR.DWC.CO2-INT (kg/sqm);21,50664713;20,15381551;18,55310614;17,00630479;15,52211847;14,15932613;12,7596267;11,48451003;10,28009489;9,145356156;8,042559971;7,11094777;6,201974381;5,349765572;4,55171217;3,807805898;3,106465377;2,459367063;1,908655901;1,467137636;1,11299424;0,916759764;0,76865507;0,638785425;0,525943409;0,420499037;0,344865243;0,272355336;0,208282284;0,149440629;0,093328568
DE.DWC.CO2-INT (kg/sqm);40,26833932;37,59087421;34,48482304;31,50620763;28,66624719;26,06561361;23,4192595;21,01328908;18,75010257;16,62643942;14,57691753;12,84072042;11,15939207;9,589950885;8,126923243;6,769572577;5,49570874;4,326073671;3,334405453;2,54181244;1,907442782;1,555807668;1,290018023;1,057691443;0,856440378;0,669573314;0,534874038;0,406743242;0,293963319;0,190917754;0,093232596
EL.DWC.CO2-INT (kg/sqm);39,71008929;37,07977288;34,0317134;31,11348844;28,33341017;25,79310183;23,19939443;20,84397269;18,62616611;16,54239183;14,52289703;12,8189904;11,16048288;9,608552833;8,157888145;6,807939975;5,53735594;4,366782174;3,371659844;2,574488656;1,935547965;1,581025511;1,313347269;1,07873376;0,874951165;0,684719175;0,548057981;0,417219671;0,301687014;0,195738342;0,094927375
HU.DWC.CO2-INT (kg/sqm);42,5542058;40,28629374;37,42250656;34,58531242;31,80910309;29,22780824;26,52146227;24,03156904;21,65107557;19,3817659;17,14600642;15,22467262;13,33055823;11,5391168;9,846814094;8,255817592;6,742699353;5,33530493;4,129971529;3,158684247;2,375711746;1,942985711;1,616019934;1,327985578;1,076626771;0,840270898;0,670797071;0,507189517;0,361861681;0,227550153;0,098543754
IE.DWC.CO2-INT (kg/sqm);73,81787367;69,60703686;64,47042256;59,44928079;54,57708159;50,06697438;45,36125622;41,03976148;36,91671188;32,99425658;29,14009164;25,86953952;22,64478166;19,5949624;16,71445716;14,00696198;11,43234204;9,037514894;6,986014515;5,332115566;3,99794832;3,260418557;2,702432581;2,2101287;1,779745632;1,374325366;1,082787874;0,80085685;0,549887822;0,317519811;0,09399581
IT.DWC.CO2-INT (kg/sqm);31,71303932;29,64379757;27,23188315;24,91564482;22,70312362;20,67704275;18,60393546;16,71848522;14,94108826;13,26972161;11,64925431;10,28135222;8,950157133;7,704923573;6,541590528;5,459814814;4,442576197;3,506318738;2,711055334;2,074452016;1,564596365;1,281603912;1,068008063;0,880951389;0,718601801;0,567191137;0,458439237;0,354412127;0,262610474;0,178477403;0,098476087
LV.DWC.CO2-INT (kg/sqm);35,26244431;32,9540523;30,3653779;27,87006136;25,43607763;23,19855587;20,89729741;18,79764916;16,81201115;14,93971917;13,12004943;11,58161046;10,08207976;8,677819104;7,364922429;6,143534531;4,994872734;3,937782279;3,040061274;2,321609215;1,746402211;1,426876623;1,185671395;0,974548439;0,79142152;0,620818024;0,498265514;0,381202435;0,278015718;0,183584196;0,093934387
LT.DWC.CO2-INT (kg/sqm);43,19795927;40,5669821;37,39498233;34,30384501;31,32114345;28,57260113;25,74239799;23,16031324;20,7192098;18,41823688;16,18183379;14,29204266;12,44873735;10,72112661;9,104075969;7,597646216;6,178505876;4,870195196;3,757520925;2,865976798;2,151291654;1,75506945;1,456102144;1,194130583;0,966634327;0,754162528;0,601711345;0,455553182;0,326322565;0,207537032;0,094147723
LU.DWC.CO2-INT (kg/sqm);32,82644395;30,47890486;27,81038949;25,27249442;22,87135808;20,6875645;18,48536174;16,49714811;14,64102254;12,91271267;11,25668788;9,86524076;8,527518268;7,289230555;6,144694642;5,091809478;4,113039934;3,2220944;2,472101645;1,876280679;1,402767606;1,138783721;0,940058297;0,767423627;0,618758117;0,481583002;0,383162241;0,290084028;0,208661025;0,134794647;0,06534999
MT.DWC.CO2-INT (kg/sqm);47,47324006;44,63898103;41,23471012;37,94742713;34,73119091;31,815725;28,78263242;26,03579317;23,43657682;20,97511847;18,57362496;16,55015301;14,54956215;12,65484862;10,85194843;9,137601788;7,499389286;5,95874556;4,625125563;3,547887868;2,670521247;2,187425611;1,820471659;1,495043772;1,210425585;0,940841016;0,747920366;0,561268434;0,396642165;0,244872857;0,099617171
NL.DWC.CO2-INT (kg/sqm);42,95451026;40,28739466;37,12935761;34,07752975;31,14514803;28,44851062;25,66768387;23,12845597;20,72293172;18,4501079;16,23452035;14,3602011;12,52657439;10,80381623;9,18735468;7,677778079;6,25190502;4,933979695;3,810735492;2,909065607;2,184867349;1,783751331;1,480803141;1,214731617;0,983164652;0,766329341;0,610629824;0,461037692;0,32860085;0,206746234;0,090333373
PL.DWC.CO2-INT (kg/sqm);111,1386746;104,4819113;96,50676885;88,75788652;81,27178857;74,35715232;67,18233973;60,60607152;54,35207609;48,42343058;42,62666145;37,71384998;32,89769228;28,365853;24,10868196;20,12962105;16,36903049;12,89194125;9,927763928;7,547806142;5,63601914;4,575758185;3,774377569;3,07048111;2,457831305;1,884445574;1,472210134;1,076486522;0,726260112;0,404225816;0,09683066
