;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Passenger 2-3 Wheelers Activity (bln pkm);8524,088096;8702,762682;8881,437268;9060,111854;9238,78644;9417,461026;9523,957756;9630,454487;9736,951217;9843,447947;9949,944678;10013,19294;10076,44121;10139,68947;10202,93774;10266,186;10251,37167;10236,55734;10221,74301;10206,92868;10192,11435;10178,14327;10164,17219;10150,20111;10136,23004;10122,25896;10119,64209;10117,02523;10114,40837;10111,79151;10109,17465;10123,80526;10138,43586;10153,06647;10167,69708;10182,32769
Passenger 2-3 Wheelers TTW Emissions (MTCO2e);410,4954999;387,0773657;363,6592316;340,2410975;316,8229633;293,4048292;290,0490379;286,6932467;283,3374554;279,9816642;276,6258729;270,4244558;264,2230387;258,0216215;251,8202044;245,6187873;228,8290485;212,0393097;195,2495709;178,459832;161,6700932;132,0350909;102,4000886;72,76508628;43,13008397;13,49508166;10,87487151;8,254661367;5,634451223;3,014241078;0,394030933;0,391219837;0,38840874;0,385597644;0,382786548;0,379975452
Passenger 2-3 Wheelers TTW Intensity (gCO2e/pkm);48,15711607;44,47752741;40,94598888;37,55374138;34,29270342;31,15540679;30,45467498;29,769441;29,09919636;28,44345454;27,80174985;27,00681564;26,2218608;25,44669856;24,68114683;23,92502797;22,32179808;20,7139278;19,10139696;17,48418527;15,86227231;12,97241426;10,07461175;7,168831974;4,255041946;1,333208498;1,074630052;0,815917839;0,557071755;0,298091696;0,038977557;0,038643556;0,038310519;0,037978442;0,03764732;0,03731715
Passenger 2-3 Wheelers WTT Emissions (MTCO2e);107,7233486;102,3818935;97,0404385;91,69898346;86,35752842;81,01607339;78,6767012;76,33732901;73,99795682;71,65858463;69,31921245;66,49079228;63,66237211;60,83395195;58,00553178;55,17711162;51,24902619;47,32094076;43,39285533;39,4647699;35,53668448;32,92848478;30,32028509;27,71208539;25,10388569;22,495686;20,2274063;17,9591266;15,6908469;13,4225672;11,1542875;8,591511024;6,028734552;3,465958081;0,903181609;-1,659594862
Passenger 2-3 Wheelers WTT Intensity (gCO2e/pkm);12,63752173;11,76429799;10,92620885;10,12117565;9,34728051;8,60275112;8,260925049;7,926659029;7,599704997;7,279825628;6,966793755;6,640318693;6,317942099;5,999587276;5,685179432;5,374645618;4,999235988;4,622739773;4,245152249;3,866468665;3,486684241;3,235215295;2,98305504;2,730200622;2,476649169;2,222397796;1,998826254;1,775139054;1,551336106;1,327417321;1,103382609;0,848644438;0,594641484;0,341370569;0,088828532;-0,162987768
Passenger 2-3 Wheelers WTW Emissions (MTCO2e);518,2188484;489,4592593;460,6996701;431,9400809;403,1804918;374,4209026;368,7257391;363,0305757;357,3354122;351,6402488;345,9450854;336,9152481;327,8854108;318,8555735;309,8257362;300,7958989;280,0780747;259,3602504;238,6424262;217,9246019;197,2067777;164,9635757;132,7203737;100,4771717;68,23396966;35,99076766;31,10227781;26,21378796;21,32529812;16,43680827;11,54831843;8,982730861;6,417143293;3,851555725;1,285968157;-1,27961941
Passenger 2-3 Wheelers WTW Intensity (gCO2e/pkm);60,79463781;56,2418254;51,87219773;47,67491703;43,63998393;39,75815791;38,71560002;37,69610003;36,69890136;35,72328016;34,7685436;33,64713434;32,53980289;31,44628584;30,36632626;29,29967359;27,32103406;25,33666757;23,34654921;21,35065393;19,34895655;16,20762956;13,05766679;9,899032596;6,731691115;3,555606294;3,073456306;2,591056893;2,108407861;1,625509017;1,142360166;0,887287994;0,632952003;0,379349011;0,126475853;-0,125670618
Passenger Both Buses & Mini-Buses Activity (bln pkm);10144,02583;10341,372;10538,71817;10736,06434;10933,41051;11130,75668;11392,74128;11654,72588;11916,71048;12178,69508;12440,67969;12813,92579;13187,1719;13560,41801;13933,66412;14306,91023;14766,72812;15226,546;15686,36389;16146,18177;16605,99966;17058,83031;17511,66097;17964,49162;18417,32228;18870,15294;19313,8147;19757,47646;20201,13823;20644,79999;21088,46175;21521,91866;21955,37557;22388,83247;22822,28938;23255,74629
Passenger Both Buses & Mini-Buses TTW Emissions (MTCO2e);409,8372018;402,9332523;396,0293029;389,1253534;382,221404;375,3174546;371,8984207;368,4793869;365,0603531;361,6413193;358,2222855;356,7728745;355,3234636;353,8740526;352,4246416;350,9752307;348,7304293;346,4856279;344,2408266;341,9960252;339,7512239;332,4724027;325,1935816;317,9147604;310,6359393;303,3571182;290,4922422;277,6273662;264,7624903;251,8976143;239,0327383;226,2554574;213,4781764;200,7008954;187,9236144;175,1463335
Passenger Both Buses & Mini-Buses TTW Intensity (gCO2e/pkm);40,40182947;38,96322967;37,5785078;36,24469276;34,95902799;33,7189524;32,64345355;31,61630661;30,63432259;29,69458688;28,79443041;27,8425894;26,94462969;26,09610207;25,29303409;24,53186782;23,61595789;22,75536605;21,94522766;21,1812322;20,4595466;19,48975379;18,57011635;17,69684147;16,8665094;16,07602859;15,04064561;14,05176247;13,10631546;12,20150423;11,33476406;10,51279214;9,723276002;8,964330571;8,234213986;7,531314251
