;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Dairy Canada Intensity (tCO2e/t);1,016433373;1,001434568;0,990316798;0,974655488;0,95910445;0,943514686;0,927349313;0,907364039;0,888137066;0,872090424;0,852615907;0,836415195;0,820546567;0,804374746;0,784305965;0,768028676;0,76000551;0,748025509;0,736349546;0,724651842;0,713241257;0,701950254;0,690779526;0,683605768;0,673209144;0,663599289;0,653730919;0,644090887;0,63601134;0,627497353;0,619751499;0,611115595;0,602987928;0,593572878;0,584677668;0,575268926
Dairy Central America Intensity (tCO2e/t);2,332971445;2,248438626;2,215361664;2,179423839;2,143816957;2,111885985;2,077916026;2,050470262;2,027459872;1,99997976;1,97346079;1,929105803;1,905508066;1,881722917;1,86101414;1,836307342;1,823222709;1,802820011;1,782902584;1,763287299;1,743230756;1,731997234;1,713968787;1,69607035;1,678914216;1,662144962;1,6351107;1,622053869;1,605790497;1,589711745;1,573988907;1,546866032;1,525390307;1,500355614;1,479571874;1,457747568
Dairy Central Asia Intensity (tCO2e/t);1,537138687;1,521674096;1,507805059;1,490007571;1,475178656;1,462279865;1,448100568;1,433102862;1,41523412;1,400710561;1,387637949;1,376591709;1,361256224;1,349542059;1,338875462;1,327494983;1,312207915;1,300903732;1,28925068;1,278959392;1,268954817;1,257583342;1,24362469;1,23409754;1,224778317;1,215834878;1,207123375;1,194703451;1,18518025;1,176921057;1,165916484;1,156797934;1,144460238;1,130727882;1,116737439;1,107458792
Dairy Central Europe Intensity (tCO2e/t);1,036902178;1,025600886;1,014178669;0,998568343;0,98653612;0,973712863;0,965151731;0,956124274;0,947616672;0,939115176;0,930298649;0,923067079;0,916092148;0,908568273;0,901458215;0,894243984;0,88926795;0,880994343;0,872660956;0,864626462;0,85601661;0,848142022;0,84422513;0,836903191;0,830312865;0,823374894;0,816824047;0,810360355;0,804377865;0,798468833;0,792419766;0,782186742;0,775810764;0,768964321;0,758466689;0,751031005
Dairy China Region Intensity (tCO2e/t);1,410542043;1,382708304;1,360146594;1,337754488;1,314670438;1,292498092;1,274498146;1,25676404;1,24024302;1,226579912;1,209914469;1,197668027;1,181781299;1,165846244;1,154031902;1,138280361;1,128014832;1,118268303;1,108193056;1,094985896;1,085277851;1,076221573;1,066871739;1,0584649;1,050371441;1,038527345;1,029654743;1,017749697;1,009731067;1,001960463;0,990483209;0,977283553;0,964167545;0,951386601;0,941554588;0,928454585
Dairy Eastern Africa Intensity (tCO2e/t);4,317382154;4,222157278;4,130928837;4,038661511;3,952057013;3,874718722;3,803960188;3,732614586;3,666051551;3,601825587;3,537867736;3,486490873;3,423910014;3,365570434;3,308421015;3,256330784;3,205159416;3,159587383;3,115246665;3,071533746;3,029134566;2,985476313;2,947075727;2,909024418;2,872150813;2,835500992;2,791123372;2,754093739;2,72142298;2,685168869;2,652725085;2,606923412;2,56167982;2,516920938;2,472174726;2,430940137
Dairy India Intensity (tCO2e/t);1,492551761;1,47556299;1,459832116;1,442926378;1,426497026;1,409434233;1,398547666;1,385423843;1,375210572;1,361543866;1,347788115;1,338451874;1,325735313;1,313405161;1,303132779;1,290834611;1,283002518;1,270791048;1,262583749;1,250650363;1,242440713;1,234145885;1,222570235;1,214953962;1,207396799;1,196428071;1,188144538;1,177459653;1,170066093;1,163221513;1,152296949;1,141184571;1,125779305;1,113613487;1,097615201;1,081565548
Dairy Indonesia Region Intensity (tCO2e/t);2,043768136;2,003418702;1,969010302;1,939181716;1,905245618;1,872773277;1,828026005;1,802776684;1,777430571;1,752976126;1,72860784;1,647965475;1,626558994;1,605410507;1,58407925;1,562514172;1,530079132;1,510642098;1,494636;1,479614107;1,460463256;1,444377461;1,426523642;1,412641273;1,39920851;1,382908082;1,367625059;1,34922727;1,335635092;1,318143871;1,30428727;1,285186909;1,263134708;1,24459513;1,225471783;1,206049511
Dairy Japan Intensity (tCO2e/t);1,132953589;1,118674777;1,103628774;1,088632919;1,072998852;1,058080481;1,044341426;1,035160445;1,022416422;1,009897683;0,997299649;0,991486988;0,981627369;0,97202949;0,962075238;0,952221178;0,947830399;0,938498094;0,929141575;0,923561086;0,914979917;0,907596064;0,902203732;0,893516531;0,884980021;0,881294272;0,870857369;0,862657357;0,85471413;0,84720391;0,839553626;0,831171712;0,822813832;0,81462859;0,802343154;0,793646612
Dairy Korea Intensity (tCO2e/t);0,912401986;0,895453661;0,882640823;0,869247769;0,855762725;0,842308502;0,831922847;0,821872594;0,812195999;0,802877248;0,793332326;0,785195378;0,776630089;0,767937942;0,75925479;0,750615813;0,748074734;0,740368302;0,732590575;0,728593009;0,721208328;0,714906823;0,71153042;0,704854573;0,698708052;0,696869981;0,689934563;0,684441404;0,679474785;0,674516981;0,669807715;0,663959242;0,658110291;0,651819929;0,64521322;0,63510834
Dairy Mexico Intensity (tCO2e/t);0,859361846;0,829241793;0,818409726;0,807342931;0,792109515;0,781317182;0,766899139;0,757585722;0,748959535;0,740446154;0,732213223;0,73175865;0,723934126;0,71625745;0,708467088;0,701142944;0,693563238;0,686127517;0,678638746;0,671331446;0,664319819;0,664389146;0,661287476;0,654937979;0,648743488;0,643501597;0,634685211;0,629135514;0,623920307;0,61894773;0,614177909;0,602344253;0,597513184;0,588640192;0,583302098;0,577816404
Dairy Middle East Intensity (tCO2e/t);1,1306964;1,112579096;1,092396936;1,074518281;1,053343745;1,036438281;1,01815571;1,005840445;0,993522598;0,981629492;0,966603455;0,954746997;0,942933122;0,932325846;0,921043957;0,91027248;0,903629007;0,893669372;0,88364073;0,874427352;0,865247723;0,858525148;0,849472753;0,840647985;0,832387221;0,825778037;0,814920195;0,807625038;0,800304339;0,793628257;0,783187437;0,773553465;0,765939879;0,754530904;0,746380251;0,734929745
Dairy Northern Africa Intensity (tCO2e/t);1,928171424;1,897443121;1,864791048;1,834221123;1,80334225;1,7697003;1,747099446;1,721633383;1,701000023;1,680837459;1,656913675;1,637255109;1,617552179;1,597790932;1,574393447;1,554940606;1,537749727;1,522655207;1,504080377;1,489460918;1,471829777;1,457568243;1,444090534;1,427437466;1,414571995;1,403925591;1,384792427;1,373241185;1,361540945;1,346358877;1,336444497;1,31434694;1,297931126;1,27792294;1,260670059;1,240933559
Dairy Oceania Intensity (tCO2e/t);1,289365399;1,265585823;1,24415787;1,226431012;1,205017957;1,184054851;1,167994372;1,152951369;1,138711383;1,123848808;1,109375389;1,097206539;1,08398425;1,074378397;1,06059514;1,047262905;1,052666726;1,039931569;1,030827894;1,017391718;1,008351412;0,997029117;0,987736311;0,97755073;0,964089428;0,956370879;0,939928542;0,931747504;0,919851834;0,911853809;0,900261825;0,887344135;0,875170845;0,863193921;0,850943806;0,839105196
Dairy Rest of South America Intensity (tCO2e/t);1,37369773;1,35583548;1,337544746;1,318774838;1,300075905;1,281150455;1,258107559;1,24585868;1,233769036;1,218007044;1,206027064;1,187209084;1,174827005;1,16294811;1,151066354;1,138650203;1,132394519;1,121241067;1,110128949;1,098993195;1,088308876;1,092983199;1,082559821;1,071741729;1,061278564;1,054810067;1,036505355;1,025810986;1,015272997;1,005171434;0,995223808;0,970210541;0,959439465;0,944831563;0,933837747;0,919187722
Dairy Rest of South Asia Intensity (tCO2e/t);1,603465162;1,587295472;1,571661037;1,555728725;1,539839186;1,526858752;1,512741438;1,503111243;1,489615937;1,479552083;1,466695362;1,453893089;1,445148348;1,432640901;1,423617972;1,411517421;1,40329871;1,391972053;1,383685396;1,375878814;1,3647708;1,357121352;1,349235132;1,338173709;1,330857072;1,324110835;1,31335859;1,306439028;1,295910061;1,289559437;1,278879054;1,267590461;1,252514775;1,237115639;1,225191876;1,209454612
Dairy Rest of Southern Africa Intensity (tCO2e/t);4,778578692;4,844806006;4,761988697;4,680010723;4,60194445;4,517254921;4,451414087;4,382625255;4,323112604;4,254029814;4,19357115;4,066222166;4,00082821;3,941010335;3,875827611;3,815938242;3,793543805;3,734121504;3,677906019;3,625446268;3,575615872;3,507463858;3,454962547;3,404511964;3,355079771;3,307642805;3,212211142;3,164049451;3,117197646;3,070927776;3,02694132;2,861426453;2,798964521;2,740661243;2,682583298;2,625542637
Dairy Russia Region Intensity (tCO2e/t);1,164077673;1,148888769;1,137336744;1,125008901;1,112785949;1,097318308;1,085992244;1,074916802;1,063903812;1,052970526;1,042820255;1,033567753;1,024744861;1,015386399;1,006455819;0,997714028;0,993308705;0,98535376;0,976988559;0,969140419;0,961696017;0,953815841;0,946479043;0,942943903;0,935806102;0,929907353;0,922783752;0,916189701;0,905759518;0,899454047;0,893700422;0,886619578;0,875996676;0,868855111;0,85742803;0,850251787
Dairy South Africa Intensity (tCO2e/t);1,810805842;1,782862005;1,731250755;1,680814779;1,631308746;1,586670296;1,55475985;1,522882238;1,487969461;1,457895229;1,428176273;1,384030019;1,363345693;1,339143541;1,314929366;1,295608215;1,277218404;1,262430583;1,244784854;1,227408176;1,213771817;1,196029023;1,183503486;1,171168145;1,15925271;1,147839747;1,1304618;1,118431112;1,10654385;1,094741954;1,083440085;1,067228263;1,05480819;1,038553986;1,026388693;1,010206645
Dairy Southeast Asia Intensity (tCO2e/t);2,873360995;2,79960456;2,723442685;2,647010164;2,573366603;2,505098796;2,457903571;2,39995414;2,347804881;2,293079781;2,242306888;2,214167732;2,166106605;2,11900286;2,07246628;2,030164893;2,016001786;1,980386355;1,945817272;1,911446275;1,879371789;1,833691814;1,802899379;1,772807549;1,74600301;1,721420697;1,661738084;1,636611275;1,612265352;1,584037799;1,560879685;1,514799953;1,479616366;1,447981711;1,416923922;1,385629644
Dairy Turkey Intensity (tCO2e/t);1,649430017;1,628711732;1,607479733;1,585656364;1,563328031;1,541493275;1,527849524;1,510538446;1,497594395;1,480796802;1,468111392;1,453627216;1,442156651;1,427578599;1,416375228;1,401979629;1,391499008;1,380963565;1,370781381;1,356736426;1,347798432;1,337735321;1,324367003;1,315917239;1,307346975;1,296615578;1,288921414;1,277682733;1,26668359;1,260459935;1,250639358;1,239562824;1,228817931;1,21367962;1,201411656;1,189856638
Dairy Ukraine Region Intensity (tCO2e/t);1,088088879;1,06973118;1,054267701;1,039172309;1,023813152;1,007125095;0,994352518;0,981076581;0,968390893;0,959482894;0,946674189;0,935932146;0,925519375;0,915164525;0,904332563;0,893020288;0,887697708;0,878277159;0,868727978;0,859827602;0,850715113;0,845922115;0,837292328;0,829346861;0,822357179;0,819075419;0,812223425;0,805268202;0,799103899;0,7929045;0,787054797;0,78006916;0,769843481;0,76283527;0,755153803;0,743765292
Dairy USA Intensity (tCO2e/t);0,940011226;0,9289641;0,913665727;0,897810472;0,885348343;0,869355553;0,850286462;0,835219899;0,816908103;0,802098766;0,783755966;0,768191239;0,751827513;0,735461473;0,718885604;0,702595541;0,690364914;0,678980249;0,671005374;0,659561524;0,648528278;0,639137763;0,628000216;0,62085005;0,61048535;0,60153076;0,590331769;0,581551357;0,572465728;0,564343568;0,556277047;0,548799101;0,539906334;0,5315476;0,522341469;0,513425938
Dairy Western Africa Intensity (tCO2e/t);6,193232107;6,499601618;6,329670936;6,132972213;5,971357925;5,85961666;5,762682061;5,635408889;5,506022634;5,387808329;5,278389542;5,067771326;4,958639567;4,855671352;4,759338245;4,665249689;4,52809245;4,448112989;4,374145843;4,296889542;4,224189339;3,857444553;3,795187255;3,735357523;3,681487454;3,624537342;3,550580237;3,498614024;3,446687713;3,400125662;3,354329776;3,299279787;3,238367501;3,177211616;3,116190533;3,059091883
Dairy Western Europe Intensity (tCO2e/t);0,922387352;0,907126069;0,895350809;0,883244441;0,871133809;0,859261526;0,849010748;0,839407334;0,830034729;0,824442098;0,814515718;0,806209106;0,798068028;0,789930365;0,781845255;0,773656134;0,766136966;0,762212436;0,754799321;0,74744191;0,740104465;0,73327724;0,72991106;0,723108268;0,716582006;0,710330593;0,703361479;0,697348317;0,694751866;0,688708537;0,6826644;0,672151071;0,665557655;0,659336788;0,648786141;0,641885842
Dairy World Intensity (tCO2e/t);1,415448852;1,400675384;1,384331848;1,36689331;1,350152089;1,333641538;1,320466604;1,308401987;1,296293679;1,285032728;1,272089071;1,25941439;1,247746048;1,235982001;1,224826308;1,21314434;1,206625003;1,197507496;1,1892279;1,179574141;1,170764497;1,161330804;1,152972167;1,145068574;1,137144457;1,129194415;1,117751973;1,109156388;1,101509859;1,094004944;1,0852656;1,071433952;1,059356944;1,047489207;1,034547959;1,022090208
Leather Brazil Intensity (tCO2e/t);6,247136374;6,122572298;6,034101129;5,966941917;5,876632925;5,808057879;5,72836035;5,650183179;5,592512673;5,534008903;5,476764639;5,344401702;5,283745551;5,222790522;5,164643486;5,103271332;5,176288464;5,115355272;5,05771334;5,02068241;4,963899423;4,990887303;4,953864793;4,898168131;4,86664273;4,816034333;4,677197622;4,623070214;4,588932328;4,538797896;4,486038974;4,313990171;4,257193996;4,196003698;4,138058686;4,079706168
Leather Canada Intensity (tCO2e/t);4,944635235;4,865054404;4,814453043;4,732897712;4,678942658;4,626796773;4,523885346;4,451552008;4,379267413;4,306605267;4,234221579;4,162570639;4,064419095;3,980044752;3,896086973;3,810323347;3,758274041;3,703869336;3,65337415;3,600347404;3,547877954;3,498341222;3,446071512;3,398679889;3,352684899;3,308936768;3,258585144;3,214313047;3,170069012;3,12605832;3,084183995;3,041196039;2,994585837;2,950543231;2,905278737;2,858570175
Leather Central America Intensity (tCO2e/t);6,248788077;6,087509532;5,96432742;5,845048114;5,725629541;5,606118259;5,512494837;5,424379053;5,31682142;5,229436437;5,141277206;5,035840818;4,951417832;4,886834507;4,805263546;4,720477145;4,667100803;4,587567966;4,528398969;4,449169942;4,390580969;4,339109646;4,281290944;4,227043636;4,15015932;4,09639266;4,030401403;3,974165497;3,918598961;3,86278398;3,809819197;3,744768747;3,66488924;3,588065461;3,528025781;3,450794486
Leather Central Asia Intensity (tCO2e/t);3,027507919;2,954502972;2,886644694;2,818502413;2,752923104;2,694918716;2,6497261;2,604080701;2,55872238;2,516219193;2,475450262;2,436062915;2,39702917;2,357518218;2,31892587;2,28409714;2,254708228;2,226513244;2,201743445;2,173101083;2,14515497;2,12029503;2,096103682;2,068973851;2,045210429;2,022862378;1,997822642;1,971169886;1,947307423;1,920271579;1,897279193;1,869478176;1,840848127;1,813046178;1,784802474;1,757358751
Leather Central Europe Intensity (tCO2e/t);9,060474116;8,968898743;8,876104152;8,780676624;8,691274686;8,594847623;8,524303835;8,463539797;8,404558748;8,338289186;8,277320499;8,219932773;8,162435385;8,103563555;8,052197791;7,996698301;7,93870017;7,878700012;7,820730407;7,76329913;7,704982971;7,649610819;7,596206432;7,543703037;7,495214499;7,448041686;7,384118479;7,328618012;7,275390076;7,222327858;7,169741276;7,098126853;7,027335244;6,956723386;6,881063625;6,804398592
Leather China Region Intensity (tCO2e/t);5,96821497;5,859180112;5,751696002;5,643074937;5,534469023;5,455051447;5,365262427;5,30159615;5,212966159;5,150034405;5,092201076;5,007039285;4,947419629;4,889542622;4,831679421;4,744740371;4,694202106;4,644070133;4,593551722;4,543531787;4,525244351;4,47700359;4,429874841;4,382919848;4,338624296;4,294538022;4,246063405;4,200638995;4,155341027;4,110413942;4,06561442;4,015131848;3,934835676;3,884331939;3,824133291;3,766167227
Leather Eastern Africa Intensity (tCO2e/t);11,41728673;11,04286204;10,68030846;10,35392306;10,03202939;9,746458335;9,447137907;9,15168861;8,886997187;8,65862801;8,409503127;8,194323842;7,973145674;7,761928309;7,550823992;7,37505417;7,202842173;7,037393261;6,867807844;6,707522922;6,547767156;6,414622477;6,255610846;6,131184838;6,007587287;5,888605252;5,759748122;5,63629166;5,513318479;5,424658048;5,3069709;5,183282613;5,059882559;4,911318159;4,788235047;4,699562153
Leather India Intensity (tCO2e/t);17,34298318;16,96826844;16,59095371;16,21605831;15,85119063;15,47796208;15,17280491;14,86828397;14,56271926;14,26062255;13,96220611;13,70391991;13,40980514;13,15310561;12,88963443;12,6332938;12,39227384;12,14894505;11,93181795;11,71922666;11,50702171;11,30359534;11,09745234;10,89281657;10,72368876;10,52558728;10,35118844;10,15044787;9,980564089;9,811466918;9,650896906;9,442945454;9,238455207;9,038134865;8,836176564;8,628329911
Leather Indonesia Region Intensity (tCO2e/t);11,61288607;11,42477679;11,22870602;11,06258679;10,8970361;10,70924375;10,47930288;10,33606071;10,22334329;10,07974648;9,938648929;9,537915408;9,401758036;9,29705801;9,162849082;9,02646199;8,855888087;8,728554209;8,634267959;8,509010485;8,412689719;8,314478622;8,192690281;8,10594148;8,016814847;7,898487296;7,802599446;7,677060043;7,582478918;7,491231689;7,367741704;7,234869056;7,108630816;7,005099768;6,874633543;6,742558638
Leather Japan Intensity (tCO2e/t);3,334847416;3,28722326;3,241544151;3,192852671;3,146188439;3,100776617;3,062360492;3,023967079;2,992174128;2,957327347;2,923307758;2,891268949;2,857255747;2,82375873;2,789936681;2,756492842;2,732213763;2,700920913;2,672690724;2,644716426;2,617817658;2,596090485;2,569537541;2,545838821;2,519915992;2,497180074;2,461928653;2,437462536;2,409947855;2,385803819;2,362705378;2,331304885;2,299263605;2,267496485;2,237782801;2,206019528
Leather Korea Intensity (tCO2e/t);6,455633589;6,316588681;6,183470092;6,049262587;5,914172332;5,77856413;5,665518918;5,555049852;5,448700908;5,343719694;5,269067105;5,171101536;5,068750258;4,997651209;4,897113237;4,82801312;4,744074862;4,681883105;4,589769352;4,528586673;4,468983814;4,386374594;4,329592439;4,274175556;4,207522028;4,154317934;4,083697954;4,026395423;3,967481332;3,913250327;3,859848679;3,793323015;3,726043564;3,657800383;3,590979036;3,524194199
Leather Mexico Intensity (tCO2e/t);8,096617281;7,89118813;7,758878801;7,630974832;7,49997464;7,366733393;7,234873508;7,113343112;7,027616161;6,907793676;6,822333883;6,727163492;6,609854796;6,526967148;6,408863224;6,326387161;6,21195913;6,128234059;6,048266536;5,964144245;5,885420189;5,795317416;5,717052579;5,63502338;5,559233263;5,484839161;5,395606314;5,316307599;5,237651847;5,160527571;5,087652679;4,955671492;4,876693247;4,798328847;4,688558191;4,610214503
Leather Middle East Intensity (tCO2e/t);4,244956453;4,131600098;4,029259381;3,927697929;3,829342748;3,741517994;3,661191045;3,590740816;3,522298478;3,458846035;3,39329973;3,327892172;3,273416352;3,213885065;3,158690395;3,106797927;3,063599946;3,019815905;2,977766116;2,933604859;2,892378507;2,854663508;2,816290183;2,780046609;2,7431306;2,711338141;2,669226397;2,632266057;2,595869169;2,560188429;2,525121114;2,483653596;2,442448149;2,401246702;2,363018707;2,324989573
Leather Northern Africa Intensity (tCO2e/t);2,901489963;2,864953872;2,829243166;2,79132497;2,754158681;2,717487543;2,688947724;2,661955151;2,63304589;2,607637883;2,581913334;2,553494732;2,527501707;2,49866787;2,473106094;2,44442223;2,422758059;2,399372043;2,375050408;2,352249235;2,32648249;2,30926512;2,286446046;2,264599566;2,244148099;2,224901066;2,199921148;2,176158378;2,15628714;2,136709592;2,117396987;2,083412826;2,054036482;2,021627722;1,991795019;1,959458686
Leather Oceania Intensity (tCO2e/t);7,773120959;7,641189303;7,55783068;7,438723541;7,319041306;7,240716279;7,127136092;7,062112765;6,997338694;6,938021221;6,873345126;6,77505031;6,710869517;6,640313146;6,575384844;6,511136367;6,532328524;6,47020735;6,407185932;6,344155095;6,283195636;6,228658575;6,200751997;6,132435888;6,065084748;6,011506214;5,925326493;5,864831439;5,805420565;5,745376939;5,687427105;5,618275078;5,514143357;5,455766772;5,391350422;5,32595365
Leather Rest of South America Intensity (tCO2e/t);5,76372274;5,702010403;5,638750685;5,575199318;5,511123002;5,450235592;5,381352713;5,345964801;5,293054219;5,236892617;5,1813391;5,14050643;5,085141032;5,029499345;4,993889245;4,937941153;4,915483947;4,862963934;4,830291558;4,777743483;4,745723619;4,742279376;4,689766949;4,657250253;4,608793304;4,577745109;4,505229816;4,47355918;4,419142032;4,364852265;4,333825777;4,252294029;4,197090869;4,141842575;4,086225575;4,028023301
Leather Rest of South Asia Intensity (tCO2e/t);14,02151532;13,74332244;13,46943902;13,20121533;12,96707956;12,69545094;12,44887469;12,22911646;12,01326656;11,80469463;11,55871208;11,34752583;11,13907499;10,93190906;10,72436556;10,51813164;10,35281891;10,15639911;9,990818117;9,833439059;9,637590898;9,477186773;9,31275875;9,15849426;9,000266686;8,847067332;8,688322528;8,531426995;8,406662179;8,256079809;8,131928306;7,941259298;7,782705066;7,594177518;7,436113005;7,278778446
Leather Rest of Southern Africa Intensity (tCO2e/t);11,93401191;11,8908325;11,65075501;11,37443948;11,10800016;10,86410659;10,63991565;10,41950698;10,22835548;10,01227552;9,790559434;9,521396084;9,303587355;9,116423242;8,899071987;8,717482597;8,584302566;8,40758825;8,23430299;8,062905995;7,891703574;7,698970173;7,530147383;7,359005077;7,193973513;7,029906635;6,776987651;6,611298337;6,447115347;6,287440191;6,125281895;5,799238161;5,599580534;5,433724732;5,237769733;5,071298847
Leather Russia Region Intensity (tCO2e/t);5,816436358;5,753919004;5,69522624;5,637430383;5,573617718;5,514749347;5,463806942;5,409241004;5,358250337;5,308891139;5,256716704;5,215476116;5,173087366;5,132603079;5,089995312;5,049867123;5,012810518;4,975255724;4,935789838;4,903674692;4,868640241;4,832152918;4,79559861;4,765681816;4,733099173;4,704141656;4,664003881;4,630647517;4,593827903;4,563408614;4,528274944;4,483450327;4,435396292;4,388848966;4,342742142;4,293619541
Leather South Africa Intensity (tCO2e/t);5,819013952;5,733158763;5,579162079;5,396928255;5,243593617;5,101266217;4,982064281;4,878211505;4,750046207;4,652669985;4,554648638;4,410035612;4,316234242;4,227063179;4,138712398;4,080247633;3,996407985;3,930259584;3,864951661;3,804678952;3,74034551;3,670766245;3,614771495;3,563155952;3,512554253;3,461498406;3,403199879;3,349086631;3,299715024;3,246599976;3,194825114;3,137545323;3,08084645;3,02424728;2,968053587;2,91311601
Leather Southeast Asia Intensity (tCO2e/t);15,49274245;15,26334824;15,01821281;14,77292115;14,49688143;14,26265168;14,10793255;13,90644043;13,73827276;13,54435268;13,35144115;13,27693931;13,07546913;12,8825974;12,6899887;12,53065171;12,47395668;12,34031235;12,1808349;12,05029227;11,92557125;11,69151819;11,56432273;11,44322327;11,29486656;11,18324684;10,91819219;10,7961387;10,64826099;10,53164548;10,41588923;10,13901821;9,968301403;9,765824082;9,596636352;9,42352574
Leather Turkey Intensity (tCO2e/t);15,85752096;15,56157736;15,26527016;15,02413506;14,73965992;14,44916995;14,20664909;14,01459298;13,77778158;13,54170737;13,35576359;13,13868334;12,96988063;12,75115098;12,58888501;12,37152509;12,22563509;12,02908087;11,88385482;11,73901681;11,55050428;11,41310455;11,27436529;11,08146065;10,95226687;10,81796956;10,62250142;10,47814851;10,28923374;10,14717662;10,00983759;9,807813684;9,61091011;9,405056451;9,25758729;9,0680017
Leather Ukraine Region Intensity (tCO2e/t);5,350475621;5,279961918;5,208324877;5,1404096;5,066477619;4,989713912;4,935191241;4,87642108;4,824558614;4,768335986;4,709857134;4,662413304;4,617309736;4,57041969;4,521571862;4,470029116;4,433482861;4,389788053;4,350999196;4,3151302;4,277728499;4,236866565;4,201833325;4,16930693;4,139799881;4,106233818;4,071843265;4,038511514;4,006971093;3,976235982;3,946164477;3,907897262;3,868381327;3,823431841;3,782280782;3,738342861
Leather USA Intensity (tCO2e/t);3,956063882;3,910375979;3,857821397;3,808739448;3,758375134;3,708373621;3,645320542;3,587948332;3,527813575;3,469600626;3,408858968;3,344781273;3,277341666;3,206784901;3,139308339;3,071562145;3,028635099;2,985975477;2,94173401;2,901760481;2,8595998;2,825385041;2,783389946;2,74445912;2,70475237;2,669135796;2,624079751;2,586368234;2,54627028;2,509620503;2,474637354;2,438337503;2,402149949;2,361929349;2,324344041;2,283774753
Leather Western Africa Intensity (tCO2e/t);12,67487234;13,04284087;12,71064414;12,41097723;12,08609252;11,80399285;11,61944181;11,32016565;11,05719375;10,82829496;10,57809875;10,2088562;9,968153783;9,754815495;9,545019074;9,343454145;9,106717737;8,922837503;8,77177811;8,589078209;8,43765738;7,85643062;7,719160722;7,589753579;7,456752355;7,330488597;7,170796388;7,045576985;6,94681189;6,823247487;6,70034527;6,584286084;6,453846163;6,291795148;6,164114666;6,031776908
Leather Western Europe Intensity (tCO2e/t);10,266564;10,13269587;9,999705362;9,937308843;9,803486841;9,669252104;9,624512608;9,510020594;9,466986688;9,35632696;9,290518545;9,212089677;9,141166512;9,06517933;8,988414302;8,915360834;8,855710777;8,792806267;8,727756144;8,672547818;8,610028889;8,551652088;8,497219293;8,437603885;8,38151896;8,324916406;8,253822463;8,195065013;8,129534308;8,065446233;8,001847846;7,914633883;7,831808425;7,739242373;7,65336801;7,566446324
Leather World Intensity (tCO2e/t);7,902055976;7,786576316;7,662598275;7,54072195;7,408593546;7,285185218;7,177491456;7,072840698;6,972666158;6,872507485;6,774587454;6,66278006;6,564151361;6,470199097;6,376996459;6,28077407;6,221950619;6,139581554;6,062907469;5,987715565;5,916956116;5,83995995;5,767593042;5,696143372;5,628440276;5,560564567;5,466262681;5,394978741;5,326770179;5,258153182;5,191495801;5,08582059;4,998329662;4,911956566;4,828181923;4,746162521
Maize Brazil Intensity (tCO2e/t);0,758668282;0,645414691;0,62506113;0,603705897;0,582142105;0,560440446;0,502474867;0,488751476;0,476262977;0,46309407;0,448946918;0,30874668;0,299062992;0,289015613;0,27965673;0,269343171;0,432409665;0,414825023;0,399048592;0,383753438;0,370518343;0,476335305;0,461236642;0,447940366;0,438030141;0,430951945;0,319919286;0,317551562;0,316056442;0,31553787;0,315174891;0,177382548;0,175919202;0,173847907;0,171592692;0,169079826
Maize Canada Intensity (tCO2e/t);0,485815629;0,467761989;0,44929672;0,429757179;0,410154972;0,391969411;0,379619135;0,367338004;0,356654741;0,34575437;0,335649097;0,326630838;0,31794034;0,30892646;0,300235247;0,29197982;0,285130091;0,278473544;0,271792775;0,265032701;0,259775286;0,25403025;0,249092595;0,244658968;0,24190782;0,240748271;0,238984734;0,238333453;0,238331883;0,238677204;0,239659954;0,239789098;0,239894185;0,239157874;0,237778694;0,236485947
Maize Central America Intensity (tCO2e/t);0,915846611;0,672391741;0,64940635;0,63064429;0,612002621;0,590375699;0,546036124;0,527939175;0,51092756;0,494979215;0,474473937;0,360451373;0,357551501;0,353550099;0,348491712;0,339390794;0,357558499;0,343403699;0,330463131;0,318132655;0,305091118;0,324734373;0,317041078;0,310236499;0,305190265;0,298525543;0,254405192;0,25255187;0,251017484;0,250687722;0,247636876;0,220523826;0,219533212;0,217923129;0,21593748;0,211502594
Maize Central Asia Intensity (tCO2e/t);1,82713631;1,826467322;1,82925732;1,827051265;1,82463665;1,910020996;1,900635084;1,890601072;1,88575969;1,877322648;1,891219796;1,88696309;1,879376211;1,871422667;1,863469122;1,867925589;1,852894099;1,84182196;1,830648642;1,81960877;1,817996107;1,807564922;1,797625091;1,788662019;1,777622587;1,783272459;1,777312952;1,76773036;1,763153941;1,759247768;1,76359151;1,759084255;1,755276286;1,75031407;1,744307798;1,750796394
Maize Central Europe Intensity (tCO2e/t);0,550570133;0,536697028;0,522950519;0,508213534;0,491702955;0,475088683;0,468297324;0,461096059;0,455413149;0,450148433;0,443288801;0,440584243;0,437175572;0,434933366;0,431601638;0,428530029;0,418585291;0,407864229;0,398108688;0,388540489;0,379100768;0,370616307;0,362823044;0,357292708;0,35270789;0,348768543;0,346542017;0,345017857;0,344860531;0,344848598;0,344909504;0,344627787;0,344543284;0,342991912;0,340871398;0,337380412
