2015;1
2016;1
2017;0,9975
2018;0,9925
2019;0,985
2020;0,975
2021;0,9625
2022;0,94625
2023;0,92625
2024;0,9025
2025;0,875
2026;0,84375
2027;0,80875
2028;0,77
2029;0,7275
2030;0,68125
2031;0,63125
2032;0,58125
2033;0,53125
2034;0,48125
2035;0,43125
2036;0,38125
2037;0,33375
2038;0,28875
2039;0,24625
2040;0,20625
2041;0,16875
2042;0,135
2043;0,105
2044;0,07875
2045;0,05625
2046;0,0375
2047;0,0225
2048;0,01125
2049;0,00375
2050;0
