;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CY.Comb (sqm);43547306;43611931,65;43718397,4;43856823,8;44019577,1;44200936,04;44396782,58;44604311,68;44821768,49;45048207,73;45283278,27;45527028,42;45779737,38;46041770,13;46313454,21;46594980,38;46886329,03;47187219,99;47497080,31;47815045,93;48139976,4;48470500,63;48805082,41;49142111,46;49480016,31;49817402,85;50153215,77;50486922,33;50818720,24;51149771,52;51482457,33
CZ.Comb (sqm);555320247,5;559212513,9;563134925;567087728,1;571071172,1;575085508,2;579130989,8;583207872,3;587316413,4;591456872,9;595629512,7;599834597,1;604072392,5;608343167,6;612647193,3;616984743;621356092,2;625761518,9;630201303,2;634675727,8;639185077,7;643729640,4;648309705,8;652925566,1;657577516,1;662265853,2;666990877,2;671752890,4;676552197,8;681389106,8;686263927,5
DK.Comb (sqm);423869000;426988028,4;429456601,4;431380650,6;432846943;433925991,1;434674747,8;435139080,8;435356026,4;435355825,4;435163738;434801644,3;434289414,6;433646074,9;432890740,5;432043336,9;431125098,3;430158851,1;429169070,7;428181726,9;427223904,1;426323204,8;425506933,5;424801061,1;424228967,5;423809971,6;423557632,5;423477838,6;423566676,5;423808075,8;424171238,7
EE.Comb (sqm);63904887,71;63671838,93;63406897,45;63117378,98;62809107,35;62486636,59;62153447,94;61812139,01;61464590,45;61112117,53;60755608,52;60395637,37;60032574,41;59666663,45;59298097,56;58927068,51;58553802,31;58178580,34;57801741,29;57423667,36;57044755,25;56665366,71;56285767,31;55906046;55526016,96;55145109,53;54762235,79;54375644,23;53982760,32;53580002,65;53162588,54
FI.Comb (sqm);415000000;412916499,8;410511999,8;407805499,8;404815999,8;401562499,8;398063999,8;394339499,8;390407999,8;386288499,8;382000000;377561499,8;372991999,8;368310499,8;363535999,8;358687499,8;353783999,8;348844499,8;343887999,8;338933499,8;334000000;329106499,8;324271999,8;319515499,8;314855999,8;310312499,8;305903999,8;301649499,8;297567999,8;293678499,8;290000000
FR.Comb (sqm);3608868252;3614982300;3619217801;3621643060;3622398118;3621670098;3619684157;3616673508;3612891960;3608559368;3603891932;3599067316;3594226524;3589483699;3584897664;3580497541;3576272043;3572174369;3568129247;3564055575;3559854664;3555444860;3550755992;3545766358;3540516838;3535115623;3529806617;3524926522;3521004452;3518746375;3519083235
DE.Comb (sqm);5723395178;5763180992;5792796135;5812364769;5825005699;5836368217;5833691628;5832623756;5829714912;5825483437;5817607101;5816025291;5811172325;5806619026;5802845741;5801251430;5796460060;5793582863;5790893562;5788147057;5792021409;5781713692;5777436073;5772607231;5767131462;5757828672;5752881203;5744877464;5735893379;5726670311;5720578088
EL.Comb (sqm);488913790;484340929,2;480535940,7;477452612,7;475042727,4;473254570,7;472036019,4;471332518,5;471089210,6;471251148,6;471762018,4;472567971,4;473614005;474848433,7;476220653,8;477682207,8;479187742,5;480695222,4;482166035,5;483566590,9;484866827,9;486042345,6;487075254,2;487951407,5;488665619,3;489218682,2;489618326,5;489880816,5;490030631,3;490100891;490134633,7
HU.Comb (sqm);406530000;410769457,6;415508506;420542348;425716589,7;430919704,8;436076039,8;441139367,2;446086979,2;450914332,2;455630230,3;456856155,7;457944885,5;458923528,6;459818521;460653522,1;461447856,9;462215501,9;462964616,1;463697615,9;464411795;464657206,8;464864561,8;465024978,9;465132339,8;465186631,3;465197829,5;465190331,8;465207930,2;465319331,2;465624219,9
IE.Comb (sqm);244116392,3;246306187,2;248327781,7;250168608,6;251822306,2;253287761,5;254568225;255670495,5;256604171,5;257380968,8;258014114;258517801,6;258906719,5;259195647,1;259399120,6;259531166,1;259605101,1;259633407,5;259627672;259598594,9;259556068;259509323;259467145,7;259438160,1;259431183,9;259455650,9;259522099,9;259642736,9;259832064,5;260107575,9;260490527,3
IT.Comb (sqm);2997239135;3001464090;3007128410;3014155866;3022469875;3031993501;3042649455;3054360095;3067047422;3080633083;3095038368;3110184211;3125991187;3142379514;3159269049;3176579290;3194229376;3212138082;3230223824;3248404652;3266598256;3284721960;3302692723;3320427139;3337841435;3354851474;3371372747;3387320379;3402609126;3417153374;3430867137
LV.Comb (sqm);80933333,33;82477889,43;83848562,94;85060085,9;86125132,57;87054625,1;87858018,22;88543558,29;89118522,32;89589433,5;89962253,62;90242553,82;90435660,74;90546782,57;90581110,34;90543897,29;90440517,24;90276495,05;90057522,39;89789442,52;89478219,9;89129880,58;88750434,31;88345772,33;87921543,78;87483006,01;87034857,02;86581041,4;86124534,84;85667107,96;85209063,69
LT.Comb (sqm);122150000;123349340,5;124146340,6;124617257,7;124825197,3;124821977,7;124649858,9;124343118,7;123929492,1;123431461;122867402,7;122252596;121600080,1;120921367;120227020,7;119527078,8;118831338,1;118149495,7;117491143;116865619;116281717,1;115747246;115268454,8;114849304,8;114490600,6;114188978,1;113935750,2;113715602,4;113505149,6;113271346,8;112969759,2
LU.Comb (sqm);17161819,55;17295934,76;17302597,88;17224282,53;17093285,15;16933291,95;16760830,03;16586601,49;16416692,29;16253675,58;16097586,71;15946787,4;15798705,81;15650467,85;15499398,19;15343418,68;15181316,44;15012898,04;14839030,98;14661559,77;14483110,35;14306774,43;14135670,61;13972401,04;13818377,6;13673036,35;13532935,02;13390726,23;13234022,17;13044134,91;12794704,08
MT.Comb (sqm);26272084;26177736,6;26014239,22;25845736,44;25533392,86;25327489,86;25088510,55;24941547,6;24855703,81;24815522,9;24883348,9;25043568,47;25264961,9;25578631,1;25922220,81;26217834,6;26621319,99;26992564,12;27238245,13;27576678,68;27712086;27769352,9;27670823,48;27447858,35;27194066,85;26784829,6;26329061,46;25826411,19;25509951,72;25316413,49;25431399,76
NL.Comb (sqm);1303000000;1314380633;1325431392;1336152278;1346543291;1356604430;1366335696;1375737089;1384808608;1393550253;1401962025;1410043924;1417795949;1425218101;1432310380;1439072785;1445505316;1451607975;1457380759;1462823671;1467936709;1472719873;1477173165;1481296582;1485090127;1488553797;1491687595;1494491519;1496965570;1499109747;1500924051
PL.Comb (sqm);1626418873;1653292664;1676736286;1697090358;1714639188;1729619569;1742228892;1752632601;1760970960;1767365164;1771922768;1774742443;1775918071;1775542155;1773708564;1770514606;1766062429;1760459749;1753819902;1746261235;1737905815;1728877466;1719299146;1709289636;1698959568;1688406780;1677710990;1666927814;1656082096;1645160576;1634103883
PT.Comb (sqm);541400000;541912857,2;542982404,6;544241322,7;545411331,3;546290665,4;546742394,5;546683584,7;546075319;544913549,1;543220799,2;541038722,8;538421491,8;535430040,8;532127156,6;528573409,2;524823937,2;520926064,4;516917782,4;512827060,9;508672012,1;504461905,9;500199017,4;495881337,5;491506112,8;487074243,2;482595521;478094714,9;473618504,1;469243253,7;465083636,4
RO.Comb (sqm);577050000;582554218,7;587327938;591559717,2;595372622,6;598839357,2;601995883;604853533;607409636,2;609656627,9;611589662;613212718,9;614543211,3;615615093,5;616480455,4;617209627,3;617889770,4;618621977,9;619516858,1;620688627,8;622247699,8;624291758,3;626895350,7;630097959;633890574,1;638200776,4;642876297,5;647667096,8;652205920,9;655987369,1;658345454
SK.Comb (sqm);256621349;261020358,9;265824883,6;270761581,7;275614949,1;280220163;284456358;288240332,8;291520697,4;294272442,5;296491955;298192459,2;299399894,5;300149226,3;300481191,6;300439471,9;300068313,2;299410564,5;298506157,4;297391024;296096437,7;294648794,7;293069828,1;291377253,1;289585852,3;287708984,7;285760535,1;283757299,3;281721795,3;279685514,3;277692600,9
SI.Comb (sqm);90830000;91012501,12;91166487,55;91294689,16;91399368,4;91482420,19;91545459,21;91589894,83;91616996,22;91627945,26;91623882,61;91605934,9;91575235,2;91532933,18;91480193,21;91418181,26;91348035,01;91270835,82;91187555,68;91099001,46;91005744,24;90908038,8;90805734,38;90698166,57;90584046,83;90461335,37;90327108,24;90177398,08;90007053,07;89809551,01;89576822,33
ES.Comb (sqm);2107530000;2116326129;2126334002;2136966474;2147710512;2158126046;2167844292;2176565545;2184056440;2190146680;2194725247;2197736063;2199173137;2199075177;2197519667;2194616418;2190500597;2185325206;2179253049;2172448162;2165066713;2157247370;2149101143;2140700695;2132069116;2123168181;2113886061;2104024519;2093285564;2081257585;2067400944
SE.Comb (sqm);645043181,8;649211415,4;653308506,2;657232895,9;660914846,8;664311397,9;667401692,4;670182675,6;672665166,6;674870301,5;676826348,6;678565894,9;680123404,7;681533150,6;682827517,6;684035675,7;685182627,8;686288628,6;687368975,3;688434168,9;689490449;690540702,8;691585739,4;692625944,2;693663298,7;694703774,4;695760102,2;696854906,9;698024219,9;699321361,1;700821190,7
UK.Comb (sqm);3568864569;3597641748;3624580576;3650910483;3677002620;3702276653;3727564181;3753269767;3778810264;3803972426;3828818125;3854015812;3879276644;3904401751;3929224015;3953861328;3978844101;4003568564;4028089285;4052185913;4076675742;4101083550;4125407295;4149645007;4173794802;4197854873;4221823500;4245699048;4269479969;4293164805;4316752192
HR.Comb (sqm);209573338,8;211330275,4;213479075;215555748,8;217563585,6;219505874,2;221385903,3;223206961,8;224972338,4;226685321,9;228349201;229967264,6;231542801,5;233079100,4;234579450,1;236047139,4;237485457;238897691,9;240287132,6;241657068,1;243010787;244351578,3;245682730,6;247007532,7;248329273,5;249651241,7;250976726;252309015,4;253651398,5;255007164,1;256379601
CH.Comb (sqm);708980400;714498610,8;719711414,9;724697053,4;729520359,6;734234260,3;738881201,4;743494484,9;748099517,7;752714970,1;757353858,7;762024533,8;766731579,1;771476635,1;776259121,5;781076887,6;785926767,5;790805049,4;795707859;800631463,3;805572471,6;810527971,1;815495556,1;820473286,3;825459545,9;830452826,3;835451419,3;840453017,7;845454236,9;850450050,2;855433129,5
NO.Comb (sqm);399574578,1;403667319,2;408030470,7;412075811,8;416095428,8;419781617,1;423161732,3;426262190,8;429108432;431724875,9;434134878,7;436360695,3;438423440,7;440343024,5;442856192,6;445269771,6;447599413,2;449859491;452063029,6;454221655,8;456345520,4;458443250,7;460521865,9;462586720,6;465150332,2;467709374,5;470263735,7;472811340,5;475348053,3;477867597,2;480361458,7
Europe.Comb (sqm);28704391493;28875518479;29030422923;29168957458;29294407822;29411559034;29508271710;29600749774;29685067986;29761710743;29828757054;29893726340;29950424620;30002663931;30051826961;30099076272;30140153928;30179848198;30216795384;30251136948;30290416089;30313351059;30340773050;30366344011;30390731386;30410209508;30433118099;30451986529;30469025489;30484726668;30502385438
AUS.Resi (sqm);1996558584;2031200691;2065979127;2100893892;2135944988;2171132413;2206456167;2241916251;2277512665;2313245408;2349114481;2385119883;2421261615;2457539676;2493954068;2530504788;2567191839;2604015218;2640974928;2678070967;2715303336;2752672034;2790177062;2827818419;2865596106;2903510123;2941560469;2979747145;3018070150;3056529485;3095125150
BRA.Resi (sqm);4690679089;4787382172;4884994279;4983515412;5082945570;5183284753;5284532961;5386690194;5489756453;5593731737;5698616046;5804409380;5911111739;6018723124;6127243533;6236672968;6347011428;6458258913;6570415423;6683480959;6797455519;6912339105;7028131716;7144833352;7262444013;7380963700;7500392412;7620730148;7741976910;7864132698;7987197510
CAN.Resi (sqm);2483848126;2530134771;2576183716;2621994961;2667568505;2712904348;2758002491;2802862934;2847485676;2891870717;2936018059;2979927699;3023599639;3067033879;3110230418;3153189257;3195910395;3238393833;3280639570;3322647607;3364417944;3405950579;3447245515;3488302750;3529122284;3569704118;3610048252;3650154685;3690023418;3729654450;3769047781
CHI.Resi (sqm);51949616273;53462528095;54966044927;56470051873;57969730891;59457560804;60922317277;62365072971;63779697379;65154106837;66497264586;67796680803;69066912496;70291563577;71467534818;72605773897;73686525366;74742580638;75762278106;76750252934;77705187189;78638309889;79545146870;80433770898;81311051589;82166655415;83009545832;83851983079;84665524299;85461273588;86233881840
HK.Resi (sqm);113474324,6;114234117,5;114911672,2;115536275,9;116153557,7;116794789,4;117468239,7;118158468,5;118843976,4;119493236,4;120083396,3;120608803;121075741;121488419,9;121854462,2;122180573,1;122467369;122714369;122926474,1;123109247,2;123267905,1;123405048,7;123522602,6;123623904,3;123712201,3;123790019,3;123859448,1;123922321,9;123979602,9;124032313,5;124080919,6
IND.Resi (sqm);16419100142;16795534169;17205777703;17649830743;18127693289;18639365342;19184846901;19764137966;20377238538;21024148616;21704868200;22419397291;23167735888;23949883991;24765841601;25615608717;26499185340;27416571469;28367767104;29352772245;30371586893;31424211047;32510644708;33630887875;34784940548;35972802727;37194474413;38449955606;39739246304;41062346509;42419256220
JAP.Resi (sqm);5010684140;5051251306;5088636984;5122974799;5154398379;5183041349;5209037336;5232519966;5253622864;5272479657;5289223971;5303989433;5316909667;5328118301;5337748962;5345935273;5352810863;5358509357;5363164382;5366909562;5369878525;5372204897;5374022304;5375464372;5376664727;5377756995;5378874803;5380151777;5381721542;5383717725;5386273952
MAL.Resi (sqm);928869022,1;949534726,4;970523659,6;991835821,7;1013471213;1035429832;1057711681;1080316758;1103245065;1126496600;1150071364;1173969357;1198190579;1222735029;1247602709;1272793617;1298307754;1324145120;1350305715;1376789539;1403596591;1430726873;1458180383;1485957122;1514057090;1542480287;1571226713;1600296367;1629689250;1659405363;1689444704
MEX.Resi (sqm);1158350857;1182231429;1206336482;1230666016;1255220032;1279998529;1305001508;1330228968;1355680909;1381357332;1407258236;1433383622;1459733488;1486307837;1513106666;1540129977;1567377769;1594850043;1622546798;1650468035;1678613752;1706983952;1735578632;1764397794;1793441437;1822709562;1852202168;1881919256;1911860824;1942026875;1972417406
NZL.Resi (sqm);229931956,1;233921484,6;237926713,3;241947642,3;245984271,6;250036601,2;254104631,1;258188361,2;262287791,7;266402922,4;270533753,4;274680284,6;278842516,2;283020448;287214080,1;291423412,5;295648445,2;299889178,1;304145611,3;308417744,9;312705578,6;317009112,7;321328347,1;325663281,7;330013916,6;334380251,8;338762287,2;343160023;347573459;352002595,3;356447431,9
PHI.Resi (sqm);1664049730;1701071913;1738673155;1776853455;1815612812;1854951227;1894868700;1935365231;1976440820;2018095467;2060329171;2103141933;2146533753;2190504631;2235054567;2280183561;2325891612;2372178721;2419044888;2466490113;2514514396;2563117737;2612300135;2662061591;2712402106;2763321678;2814820307;2866897995;2919554740;2972790544;3026605405
SGP.Resi (sqm);129626442,5;130865865,5;131909332,7;132810965,6;133648430,1;134479779,2;135322594,7;136163575,6;136991495,7;137784164,6;138524765,1;139214476,5;139860680,9;140462199;141017305,4;141525366,6;141985465,4;142397492,5;142761076,7;143075999,5;143342523,1;143560560;143730700;143855520,3;143937008,4;143977282,9;143978375;143940677,7;143864737,2;143750378,6;143598148,1
KOR.Resi (sqm);1636184717;1649431486;1661639375;1672852017;1683113047;1692466099;1700954808;1708622806;1715513730;1721671211;1727138886;1731960388;1736179351;1739839409;1742984197;1745657349;1747902498;1749763280;1751283328;1752506276;1753475759;1754235410;1754828865;1755299756;1755691719;1756048388;1756413396;1756830378;1757342968;1757994800;1758829508
USA.Resi (sqm);22915826587;23342864266;23767708935;24190360595;24610819245;25029084885;25445157516;25859037138;26270723749;26680217351;27087517944;27492625526;27895540100;28296261663;28694790217;29091125761;29485268296;29877217821;30266974337;30654537842;31039908339;31423085825;31804070302;32182861769;32559460227;32933865675;33306078114;33676097543;34043923962;34409557371;34772997771
AUS.CRE (sqm);120472494,6;122562801,9;124661335,3;126768094,9;128883080,6;131006292,5;133137730,4;135277394,6;137425284,8;139581401,2;141745743,8;143918312,5;146099107,3;148288128,2;150485375,3;152690848,5;154904547,9;157126473,4;159356625;161595002,8;163841606,7;166096436,8;168359493;170630775,3;172910283,8;175198018,4;177493979,1;179798166;182110579;184431218,2;186760083,4
BRA.CRE (sqm);521186565,5;531931352,4;542777142,1;553723934,7;564771730;575920528,1;587170329;598521132,7;609972939,2;621525748,5;633179560,6;644934375,5;656790193,2;668747013,7;680804837;692963663,1;705223492;717584323,7;730046158,1;742608995,4;755272835,5;768037678,3;780903524;793870372,5;806938223,7;820107077,8;833376934,6;846747794,3;860219656,7;873792522;887466390
CAN.CRE (sqm);868409796,5;884592660,5;900692419;916709071,9;932642619,4;948493061,4;964260397,9;979944628,9;995545754,4;1011063774;1026498689;1041850498;1057119201;1072304800;1087407292;1102426679;1117362961;1132216137;1146986207;1161673172;1176277032;1190797786;1205235435;1219589978;1233861416;1248049748;1262154974;1276177096;1290116111;1303972021;1317744826
CHI.CRE (sqm);16962106368;17244023805;17494648189;17704094420;17877180537;18021427717;18148060298;18256005614;18351394177;18446309648;18531788787;18620321416;18697350529;18779272212;18869185694;18956143297;19059900469;19147665796;19231100886;19305570576;19372392797;19420338531;19453881944;19464950268;19446673889;19409386332;19344124144;19238627085;19121338012;19004048938;18886759865
HK.CRE (sqm);46348667,81;46659005,73;46935753,44;47190873,24;47443002,46;47704913,98;47979985,25;48261909,66;48541905,86;48807096,57;49048147,77;49262750,53;49453471,68;49622030,67;49771540,88;49904741,11;50021883,12;50122770,43;50209404,92;50284058,7;50348862,63;50404879,06;50452894,03;50494270,78;50530335,73;50562120,54;50590478,79;50616159,64;50639556,11;50662952,58;50686349,05
IND.CRE (sqm);1241600793;1270066469;1301088796;1334667775;1370803404;1409495684;1450744616;1494550198;1540912432;1589831316;1641306852;1695339039;1751927877;1811073366;1872775506;1937034297;2003849739;2073221832;2145150576;2219635972;2296678018;2376276715;2458432064;2543144064;2630412714;2720238016;2812619969;2907558573;3005053827;3105105733;3207714290
JAP.CRE (sqm);1872690003;1887851550;1901824050;1914657444;1926401674;1937106680;1946822404;1955598787;1963485771;1970533298;1976791307;1982309742;1987138542;1991327650;1994927007;1997986555;2000556233;2002685985;2004425751;2005825472;2006935091;2007804548;2008483784;2009022742;2009471362;2009879585;2010297354;2010774609;2011361292;2012107345;2013062707
MAL.CRE (sqm);272919821,8;278991808,5;285158766,2;291420694,7;297777594,2;304229464,7;310776306,1;317418118,4;324154901,6;330986655,8;337913381;344935077;352051744;359263382;366569990,9;373971570,7;381468121,4;389059643,1;396746135,7;404527599,3;412404033,8;420375439,2;428441815,6;436603162,9;444859481,2;453210770,4;461657030,5;470198261,5;478834463,5;487565636,5;496391780,3
MEX.CRE (sqm);223043199,9;227641460,5;232282945,6;236967655;241695588,9;246466747,2;251281129,9;256138737;261039568,6;265983624,6;270970905;276001409,8;281075139;286192092,7;291352270,8;296555673,3;301802300,2;307092151,5;312425227,3;317801527,5;323221052,1;328683801,1;334189774,5;339738972,4;345331394,7;350967041,4;356645912,5;362368008;368133328;373941872,4;379793641,2
NZL.CRE (sqm);41356680,21;42074256,21;42794656,14;43517879,99;44243927,78;44972799,49;45704495,13;46439014,71;47176358,21;47916525,63;48659516,99;49405332,28;50153971,49;50905434,64;51659721,71;52416832,71;53176767,64;53939526,5;54705109,28;55473516;56244746,64;57018801,22;57795679,72;58575382,15;59357908,51;60143258,8;60931433,02;61722431,16;62516253,24;63312899,24;64112369,17
PHI.CRE (sqm);577795045;590649970;603705956,7;616963005,1;630421115,3;644080287,3;657940521;672001816,4;686264173,6;700727592,6;715392073,3;730257615,7;745324219,9;760591885,8;776060613,5;791730403;807601254,2;823673167,1;839946141,8;856420178,2;873095276,4;889971436,4;907048658;924326941,5;941806286,7;959486693,6;977368162,3;995450692,7;1013734285;1032218939;1050904654
SGP.CRE (sqm);63999655,76;64611588,36;65126772,9;65571930,48;65985406,62;66395863,42;66811981,48;67227193,73;67635957,56;68027317,08;68392969,13;68733496,02;69052542,51;69349526,3;69623595,5;69874437,4;70101599,11;70305026,69;70484536,85;70640021,73;70771610,75;70879260,77;70963262,94;71024889,69;71065122,31;71085006,77;71085545,94;71066933,91;71029440,25;70991946,6;70954452,95
KOR.CRE (sqm);1085888283;1094679779;1102781801;1110223306;1117033254;1123240603;1128874312;1133963340;1138536646;1142623187;1146251924;1149451815;1152251818;1154680893;1156767997;1158542090;1160032131;1161267077;1162275889;1163087524;1163730942;1164235101;1164628959;1164941476;1165201611;1165438321;1165680566;1165957305;1166297496;1166730098;1167284070
USA.CRE (sqm);8950163947;9116950741;9282881017;9447954777;9612172019;9775532745;9938036953;10099684644;10260475819;10420410476;10579488617;10737710240;10895075346;11051583935;11207236008;11362031563;11515970601;11669053122;11821279126;11972648613;12123161584;12272818037;12421617973;12569561392;12716648294;12862878678;13008252546;13152769897;13296430731;13439235048;13581182848
AUS.Comb (sqm);2117031079;2153763493;2190640462;2227661987;2264828068;2302138705;2339593897;2377193646;2414937949;2452826809;2490860224;2529038195;2567360722;2605827805;2644439443;2683195637;2722096386;2761141692;2800331553;2839665970;2879144942;2918768471;2958536555;2998449194;3038506390;3078708141;3119054448;3159545311;3200180729;3240960703;3281885233
BRA.Comb (sqm);5211865655;5319313524;5427771421;5537239347;5647717300;5759205281;5871703290;5985211327;6099729392;6215257485;6331795606;6449343755;6567901932;6687470137;6808048370;6929636631;7052234920;7175843237;7300461581;7426089954;7552728355;7680376783;7809035240;7938703725;8069382237;8201070778;8333769346;8467477943;8602196567;8737925220;8874663900
CAN.Comb (sqm);3352257923;3414727432;3476876135;3538704033;3600211124;3661397410;3722262889;3782807563;3843031430;3902934492;3962516747;4021778197;4080718841;4139338679;4197637710;4255615936;4313273356;4370609970;4427625778;4484320780;4540694976;4596748366;4652480950;4707892728;4762983700;4817753866;4872203226;4926331780;4980139529;5033626471;5086792607
CHI.Comb (sqm);68911722641;70706551899;72460693117;74174146293;75846911428;77478988522;79070377574;80621078586;82131091556;83600416485;85029053373;86417002219;87764263025;89070835789;90336720512;91561917194;92746425835;93890246434;94993378993;96055823510;97077579986;98058648420;98999028814;99898721166;1,00758E+11;1,01576E+11;1,02354E+11;1,03091E+11;1,03787E+11;1,04465E+11;1,05121E+11
HK.Comb (sqm);159822992,5;160893123,2;161847425,7;162727149,1;163596560,2;164499703,4;165448225;166420378,1;167385882,3;168300333;169131544;169871553,5;170529212,7;171110450,6;171626003;172085314,2;172489252,2;172837139,4;173135879;173393305,9;173616767,7;173809927,8;173975496,6;174118175,1;174242537;174352139,8;174449926,9;174538481,5;174619159;174695266;174767268,7
IND.Comb (sqm);17660700935;18065600638;18506866499;18984498517;19498496693;20048861026;20635591516;21258688164;21918150969;22613979932;23346175052;24114736330;24919663765;25760957357;26638617107;27552643014;28503035079;29489793301;30512917680;31572408217;32668264911;33800487763;34969076772;36174031938;37415353262;38693040743;40007094382;41357514178;42744300132;44167452243;45626970511
JAP.Comb (sqm);6883374143;6939102856;6990461034;7037632244;7080800053;7120148029;7155859740;7188118753;7217108635;7243012955;7266015278;7286299174;7304048210;7319445952;7332675969;7343921828;7353367097;7361195342;7367590132;7372735035;7376813616;7380009445;7382506088;7384487114;7386136089;7387636581;7389172157;7390926386;7393082834;7395825070;7399336660
MAL.Comb (sqm);1201788844;1228526535;1255682426;1283256516;1311248807;1339659297;1368487987;1397734877;1427399966;1457483256;1487984745;1518904434;1550242323;1581998411;1614172699;1646765188;1679775876;1713204763;1747051851;1781317138;1816000625;1851102312;1886622199;1922560285;1958916571;1995691057;2032883743;2070494629;2108523714;2146970999;2185836484
MEX.Comb (sqm);1381394057;1409872889;1438619428;1467633671;1496915621;1526465277;1556282638;1586367705;1616720478;1647340957;1678229141;1709385031;1740808627;1772499929;1804458937;1836685650;1869180070;1901942195;1934972025;1968269562;2001834805;2035667753;2069768407;2104136767;2138772832;2173676603;2208848081;2244287264;2279994152;2315968747;2352211047
NZL.Comb (sqm);271288636,3;275995740,8;280721369,4;285465522,3;290228199,4;295009400,7;299809126,2;304627376;309464149,9;314319448;319193270,4;324085616,9;328996487,7;333925882,6;338873801,8;343840245,2;348825212,8;353828704,6;358850720,6;363891260,9;368950325,3;374027913,9;379124026,8;384238663,8;389371825,1;394523510,6;399693720,3;404882454,1;410089712,2;415315494,6;420559801,1
PHI.Comb (sqm);2241844775;2291721883;2342379112;2393816460;2446033927;2499031515;2552809221;2607367048;2662704994;2718823059;2775721244;2833399549;2891857973;2951096517;3011115181;3071913964;3133492866;3195851888;3258991030;3322910292;3387609673;3453089173;3519348793;3586388533;3654208392;3722808371;3792188470;3862348688;3933289025;4005009483;4077510059
SGP.Comb (sqm);193626098,3;195477453,9;197036105,6;198382896;199633836,7;200875642,6;202134576,2;203390769,3;204627453,2;205811481,7;206917734,3;207947972,5;208913223,4;209811725,3;210640900,9;211399804;212087064,5;212702519,2;213245613,5;213716021,2;214114133,8;214439820,8;214693963;214880410;215002130,7;215062289,7;215063920,9;215007611,6;214894177,4;214742325,2;214552601
KOR.Comb (sqm);2722073000;2744111265;2764421175;2783075323;2800146301;2815706702;2829829120;2842586146;2854050375;2864294399;2873390811;2881412203;2888431169;2894520302;2899752194;2904199439;2907934629;2911030357;2913559217;2915593800;2917206700;2918470511;2919457824;2920241233;2920893330;2921486709;2922093962;2922787683;2923640464;2924724898;2926113578
USA.Comb (sqm);31865990534;32459815006;33050589952;33638315372;34222991264;34804617630;35383194469;35958721782;36531199568;37100627828;37667006560;38230335766;38790615446;39347845599;39902026225;40453157324;41001238897;41546270943;42088253463;42627186456;43163069922;43695903862;44225688275;44752423161;45276108521;45796744354;46314330660;46828867440;47340354693;47848792420;48354180619
