";2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050"
"IT.RSM.GHG-INT (kg/sqm);56,5726914;51,90109673;47,91016482;44,08154817;39,50972743;36,17382402;32,76621887;29,22143671;26,30699171;23,56852879;20,7290793;18,49112736;16,25400781;14,22085064;12,32285394;10,5592064;8,601722233;7,079244758;5,78635519;4,751176961;3,921769036;3,459235344;3,109132824;2,802213014;2,535435545;2,286559448;2,106553219;1,934308612;1,781846157;1,641799976;1,508458016"
"LV.RSM.GHG-INT (kg/sqm);52,68470794;48,49824509;44,91940878;41,47123182;37,35554341;34,26678257;31,08882352;27,8147994;25,07178366;22,48436345;19,80870621;17,68143018;15,55371598;13,61024902;11,79250761;10,10081574;8,242744325;6,777252171;5,532398025;4,536050959;3,738335862;3,295855577;2,962104466;2,670013419;2,4167072;2,180673434;2,011468645;1,849883315;1,707718736;1,577997838;1,455398007"
"LT.RSM.GHG-INT (kg/sqm);67,19550078;61,62377805;57,0551939;52,61828668;46,97828037;43,05924702;39,05109027;34,71678839;31,28780268;28,07147106;24,66358745;22,04344523;19,40149879;17,03143202;14,82433002;12,77870611;10,34581214;8,585041916;7,094562853;5,905800867;4,957728062;4,434716314;4,042848534;3,70232669;3,409609038;3,1391438;2,949128325;2,769358615;2,613188399;2,471549291;2,33694813"
"LU.RSM.GHG-INT (kg/sqm);44,51057428;41,59767619;38,2848454;35,09728935;31,98253064;29,18502544;26,31723438;23,67288735;21,20840596;18,88877332;16,62320666;14,72218272;12,8662086;11,13414465;9,515691946;8,010607377;6,569379582;5,266714719;4,160468797;3,275217449;2,566515442;2,173558733;1,877216939;1,617843083;1,392866001;1,183130511;1,032745186;0,889005218;0,762415877;0,646772363;0,537362276"
"MT.RSM.GHG-INT (kg/sqm);128,9279496;112,3714934;104,0344938;96,20092474;81,74819342;75,10900271;68,4828244;59,06830109;53,63040768;48,62025955;42,3751966;38,4342341;34,17310495;30,73386386;27,57595665;24,68448157;19,44434367;17,03944829;15,02988838;13,45691073;12,21963453;11,53548607;11,02682061;10,59364728;10,23024859;9,904009334;9,67825815;9,473947031;9,307176219;9,169129741;9,055950285"
"NL.RSM.GHG-INT (kg/sqm);79,37713511;73,94664952;67,84968078;62,00620495;56,31309093;51,22064107;46,0339498;41,26550372;36,84151138;32,69536267;28,66779057;25,29400988;22,01858639;18,97576;16,14609472;13,52738482;11,03682996;8,794300495;6,897605076;5,384765682;4,177650265;3,50550439;2,998566768;2,55638286;2,174096219;1,819609607;1,564915346;1,32283336;1,110204553;0,916451118;0,733437016"
"PL.RSM.GHG-INT (kg/sqm);185,6771197;171,8043721;158,3463186;145,391979;131,1418642;119,7504292;108,0825209;96,51842968;86,49427464;77,07249521;67,54328279;59,84494943;52,23837003;45,27464901;38,79446998;32,795684;26,46890787;21,3272221;16,98210978;13,52155575;10,76582944;9,241740258;8,098314308;7,104435722;6,248874448;5,457966209;4,8969621;4,366141785;3,904696693;3,489280717;3,102592119"
"PT.RSM.GHG-INT (kg/sqm);46,39426137;40,57468901;37,96164977;35,49795198;30,37793771;28,2440688;26,0813314;22,6793461;20,83561124;19,11654049;16,8228171;15,43575697;13,88346295;12,65283808;11,52172986;10,48897581;8,373887865;7,501391126;6,777462437;6,214458449;5,77906229;5,556761827;5,401758122;5,274543046;5,172794279;5,084350124;5,036084985;4,996406681;4,973141747;4,965048191;4,973210612"
"RO.RSM.GHG-INT (kg/sqm);80,19737356;73,05791321;67,00084914;61,25464401;54,504696;49,57838184;44,61682048;39,48656348;35,30758397;31,41776813;27,41996059;24,29080964;21,19752612;18,42409678;15,8670089;13,52170458;10,89942873;8,931158812;7,279663437;5,97110733;4,934044198;4,352702785;3,914511857;3,534706275;3,208161075;2,9079824;2,691075457;2,486648092;2,30774778;2,145696631;1,994036107"
"SK.RSM.GHG-INT (kg/sqm);48,87457038;44,50850247;41,28295269;38,19785397;34,0021152;31,27881501;28,48477462;25,30068997;22,89665598;20,63487617;18,16580216;16,31428185;14,42194664;12,74188809;11,17636222;9,725219034;7,887890775;6,639547766;5,583882465;4,742944957;4,073343149;3,704436027;3,42858125;3,189459063;2,98445171;2,795518834;2,663088668;2,53781876;2,428693724;2,328972808;2,232936963"
"SI.RSM.GHG-INT (kg/sqm);50,3051952;46,1322025;42,68453996;39,37640887;35,28168772;32,38870826;29,42416803;26,25677217;23,70993625;21,31222131;18,78106045;16,81465158;14,83008683;13,03526772;11,35682444;9,794672066;7,978427924;6,623010503;5,471468777;4,549942972;3,812312971;3,404865321;3,098368238;2,830468328;2,598617036;2,38284607;2,229653141;2,083818668;1,956521843;1,841366514;1,733496209"
"ES.RSM.GHG-INT (kg/sqm);27,33336745;24,92112897;23,23617398;21,60816689;19,28418569;17,84386909;16,35182715;14,60794879;13,31029782;12,08019355;10,71382802;9,694061869;8,638381508;7,694739458;6,806875499;5,975608802;4,914895488;4,185112586;3,562360717;3,062305349;2,66070189;2,440012353;2,274080414;2,12851049;2,00206397;1,883671886;1,799746177;1,719332519;1,648926208;1,585120913;1,525420368"
"SE.RSM.GHG-INT (kg/sqm);11,57347168;10,4198412;9,722196454;9,050963255;7,974955651;7,388753029;6,7938514;6,035533398;5,529992764;5,057729847;4,508418409;4,125737377;3,724592585;3,381956184;3,064550209;2,772023773;2,335105817;2,086066707;1,876156712;1,709088647;1,57606188;1,500968476;1,444001008;1,394428674;1,351701558;1,312448056;1,284021909;1,257330135;1,233984055;1,21272539;1,192480854"
"UK.RSM.GHG-INT (kg/sqm);52,73317361;48,68003907;45,33219133;42,06189652;37,95138897;35,0196949;31,95825901;28,69035485;26,00567446;23,448383;20,74594212;18,6104308;16,44287281;14,45027174;12,56757943;10,79759261;8,822858077;7,260874648;5,922319156;4,842097312;3,969743379;3,483365417;3,113394772;2,786336108;2,499725059;2,229802976;2,033520089;1,843961218;1,674788285;1,51808559;1,367639207"
"HR.RSM.GHG-INT (kg/sqm);70,68982099;64,05304367;59,10076593;54,35813717;47,93372186;43,81871663;39,65117686;34,93728715;31,40646117;28,11110354;24,55503576;21,89389182;19,20538973;16,83780035;14,65090946;12,64163248;10,1413703;8,452026816;7,032476737;5,905847634;5,0115362;4,507473497;4,126308643;3,795726607;3,511521761;3,250900513;3,062415112;2,885798952;2,732179286;2,594154292;2,466175486"
"CH.RSM.GHG-INT (kg/sqm);22,04303171;20,15898117;18,86952835;17,60827041;15,7442615;14,61078304;13,42766778;12,02118743;10,98449369;9,998329301;8,892097714;8,070108745;7,213802805;6,447158179;5,722913425;5,041925404;4,165626422;3,562759174;3,046086593;2,629395445;2,293117087;2,107379066;1,966856759;1,842798182;1,734282371;1,631982714;1,558440502;1,487281326;1,423936968;1,365303231;1,308938301"
"NO.RSM.GHG-INT (kg/sqm);5,581215928;4,688905741;4,580302141;4,467136604;3,72729069;3,619682052;3,497447062;3,07739218;2,962974764;2,849016183;2,603210858;2,502448918;2,355847091;2,253459463;2,151822819;2,052940903;1,748989943;1,656552814;1,575920569;1,510457208;1,457468173;1,430933946;1,412003342;1,395485032;1,380693743;1,366565167;1,357730997;1,349017678;1,341584995;1,334851885;1,328345546"
"AT.RWH.GHG-INT (kg/sqm);40,19349261;35,62576642;33,39286896;31,25040912;27,12896502;25,24531255;23,30354226;20,48223311;18,80127433;17,21374867;15,20737349;13,89892163;12,46397499;11,26134356;10,13418686;9,083125452;7,295447137;6,374958413;5,593404701;4,970162436;4,473782272;4,208635453;4,01371322;3,845027585;3,700824868;3,566948948;3,476876494;3,391477447;3,319312103;3,256644747;3,201229026"
"BE.RWH.GHG-INT (kg/sqm);52,94512969;47,79558999;44,79034421;41,868999;36,98504868;34,37205893;31,64337519;28,10123724;25,70623958;23,42580365;20,73329644;18,82919978;16,79878782;15,01963008;13,33857683;11,75811991;9,486900057;8,084618674;6,884351731;5,918679749;5,141762526;4,71853336;4,401530768;4,123168511;3,881335025;3,654240576;3,495230174;3,342727369;3,210245043;3,091515065;2,982219486"
"BG.RWH.GHG-INT (kg/sqm);60,94737851;55,59266746;51,29271163;47,17800008;42,01213675;38,43692121;34,80046981;30,88015296;27,78387196;24,88430953;21,82097823;19,46456404;17,09524334;14,97270776;13,00013445;11,17582352;9,022299307;7,461123822;6,14173335;5,090431424;4,25261377;3,78764868;3,437914978;3,133412959;2,870697172;2,627391754;2,453454493;2,288236669;2,143381559;2,011489969;1,886868565"
"CY.RWH.GHG-INT (kg/sqm);123,4341461;112,9562355;103,5704915;94,55273034;84,09771858;76,28062864;68,42397798;60,39362884;53,79683876;47,67503889;41,4304761;36,5250905;31,7011925;27,3874865;23,42894235;19,81960439;15,80192936;12,82185719;10,34490876;8,40079461;6,878073723;6,017896494;5,372416153;4,822411646;4,359313311;3,947266183;3,654909772;3,391864554;3,172727725;2,985674129;2,821967014"
"CZ.RWH.GHG-INT (kg/sqm);84,70692687;77,51769993;72,11618997;66,86731978;59,77429931;55,10665356;50,262629;44,83293563;40,61406004;36,61051043;32,27533307;28,95123191;25,54886419;22,46876233;19,56740677;16,84749872;13,60890906;11,2212795;9,179022237;7,53323462;6,205711295;5,464144595;4,899897596;4,401569425;3,965168552;3,55470253;3,255661593;2,967201711;2,709764815;2,471366878;2,242610294"
"DK.RWH.GHG-INT (kg/sqm);30,75151224;28,27213259;26,16215268;24,13785572;21,67238702;19,8964708;18,07665998;16,14611942;14,58125032;13,10942189;11,56082301;10,35623047;9,143653919;8,049661063;7,029818421;6,083966421;4,978243192;4,162052423;3,471500499;2,921523829;2,483744181;2,244641195;2,066627052;1,912269748;1,779871542;1,657478026;1,572461729;1,49218443;1,423358167;1,362473895;1,307133688"
"EE.RWH.GHG-INT (kg/sqm);190,5022998;176,0025923;160,8444881;146,4564333;132,0013538;119,6345236;107,1533394;95,4507336;84,91473852;75,09497889;65,49231651;57,57376706;49,89335855;42,83710614;36,31288308;30,31035375;24,41860936;19,34072289;15,0687339;11,67783384;8,986182301;7,488181438;6,362579685;5,386713211;4,54843803;3,777111573;3,226510617;2,707882069;2,25689372;1,850610834;1,471711296"
"FI.RWH.GHG-INT (kg/sqm);47,92018304;43,33046998;40,03429396;36,89723023;32,56666577;29,85512938;27,11302931;23,93592344;21,61530525;19,45285719;17,0656265;15,32239456;13,53769313;11,98411835;10,54940551;9,2315866;7,435722805;6,316248842;5,378498117;4,639649457;4,058678271;3,747084257;3,519142862;3,324311738;3,159530537;3,008524106;2,905462809;2,807417063;2,721930027;2,643360084;2,567336823"
"FR.RWH.GHG-INT (kg/sqm);21,8650919;19,52195227;18,21258706;16,95079768;14,78839199;13,68469523;12,55869811;11,05822084;10,09761641;9,197210151;8,12030059;7,387381701;6,606811906;5,943292553;5,325129458;4,751877512;3,860288783;3,365222838;2,94608686;2,612023119;2,345906873;2,200468981;2,092231875;1,998536282;1,918412592;1,844580211;1,793625881;1,745428211;1,703650846;1,665474076;1,628431625"
"DE.RWH.GHG-INT (kg/sqm);48,48301194;45,30625069;41,96085929;38,71606823;35,28998139;32,40103034;29,4157151;26,52666872;23,92411587;21,45650599;18,98004815;16,92645665;14,89153686;12,99320431;11,20469083;9,527679793;7,818012439;6,339956278;5,076206203;4,05924532;3,238447727;2,788577294;2,447328306;2,146959916;1,885094787;1,640682796;1,463217576;1,293817768;1,143959496;1,006209339;0,874428765"
"EL.RWH.GHG-INT (kg/sqm);52,27853932;47,62152278;44,21639748;40,94599326;36,43935767;33,57303872;30,63015778;27,25054398;24,71794338;22,33117408;19,70171177;17,74038671;15,71960118;13,91979214;12,23240337;10,65766895;8,633006609;7,254647303;6,081608277;5,142714317;4,391497467;3,98299516;3,678612613;3,413288348;3,184528688;2,971305244;2,823010247;2,681055856;2,557165839;2,444291813;2,336897725"
"HU.RWH.GHG-INT (kg/sqm);59,7632771;54,13624904;50,37872283;46,70279136;41,10119572;37,82759437;34,48228138;30,40112343;27,54285635;24,86757873;21,83162184;19,63644086;17,36514738;15,40194652;13,58477089;11,91137743;9,544556175;8,119727144;6,922564634;5,975415826;5,227283369;4,819065171;4,517996067;4,261363603;4,04625622;3,853013095;3,725164466;3,608792251;3,512754485;3,428287631;3,346831979"
"IE.RWH.GHG-INT (kg/sqm);92,65056704;85,05640007;78,39038989;71,97772514;64,38798184;58,77763231;53,06505955;47,1440606;42,27354309;37,71417469;33,00272663;29,30098912;25,61808762;22,29533655;19,2140792;16,37170276;13,17622502;10,75828087;8,721361884;7,103506897;5,818939379;5,106837121;4,573118604;4,111012299;3,714928041;3,350987974;3,093453249;2,851304202;2,641630925;2,453127995;2,27704319"
"IT.RWH.GHG-INT (kg/sqm);45,62176922;41,66193968;38,49882714;35,46453471;31,650858;29,00882061;26,31032642;23,41008452;21,10276308;18,93475425;16,64786156;14,87618333;13,0923838;11,48292234;9,98042031;8,584228194;6,971963859;5,7669463;4,743520743;3,923922259;3,26707098;2,900363572;2,622581526;2,378958728;2,167086692;1,96937321;1,82612039;1,688999991;1,567514277;1,455834852;1,349441307"
"LV.RWH.GHG-INT (kg/sqm);44,75154611;41,07338918;38,06527416;35,16752983;31,58906073;28,99433812;26,32488907;23,51500208;21,21114286;19,0380201;16,76525901;14,9786869;13,18326406;11,55113937;10,024638;8,604031002;7,001047693;5,770435855;4,725138093;3,888555144;3,218797443;2,847375652;2,567269519;2,322150697;2,109602575;1,911559621;1,769643741;1,634139895;1,514974418;1,406311591;1,30371512"
"LT.RWH.GHG-INT (kg/sqm);57,10786052;52,16920697;48,35407091;44,64793859;39,70991846;36,43576329;33,08731477;29,35297685;26,48880847;23,80261922;20,90738124;18,71962546;16,49722098;14,5186037;12,67622388;10,96880171;8,852934479;7,383034558;6,138973741;5,147018383;4,356188306;3,920572483;3,594598456;3,311618633;3,068705229;2,844531563;2,68773964;2,539654633;2,411391517;2,295283635;2,184920755"
"LU.RWH.GHG-INT (kg/sqm);39,17046115;36,59579507;33,67908892;30,87279899;28,12295642;25,66012682;23,13543198;20,80348823;18,63384056;16,59171836;14,59543596;12,92184516;11,28732023;9,76248272;8,337675775;7,012687224;5,740818829;4,594026179;3,620171511;2,840890929;2,21705225;1,871205021;1,610419248;1,382178204;1,184216817;0,999670447;0,867375692;0,740935584;0,629609456;0,527950992;0,431836755"
"MT.RWH.GHG-INT (kg/sqm);90,62161342;76,98964478;71,93124642;67,18838171;55,6775;51,66831643;47,66994589;40,59565575;37,31716144;34,29862902;29,93400761;27,56295516;24,79817787;22,73246174;20,83822481;19,10648461;14,93301961;13,49335894;12,29361352;11,35858501;10,62710434;10,23044622;9,940077418;9,695371976;9,492758114;9,312493412;9,192987254;9,086751495;9,004084277;8,940541041;8,895090982"
"NL.RWH.GHG-INT (kg/sqm);57,18731439;53,24060354;48,86162825;44,66472097;40,54100247;36,88372112;33,15879508;29,71718016;26,5400838;23,56251582;20,66294454;18,2400635;15,88546179;13,70026892;11,66815288;9,787529453;7,987357055;6,376929245;5,014841751;3,928396619;3,061489784;2,578734268;2,214617313;1,897005896;1,622412643;1,367789533;1,18483162;1,010937854;0,858201013;0,71902547;0,587568958"
"PL.RWH.GHG-INT (kg/sqm);150,444869;138,8556984;128,0696266;117,689293;105,9051141;96,77816677;87,43010604;77,97926558;69,94824784;62,40025047;54,68486704;48,51809212;42,39749273;36,81968436;31,62964501;26,82566206;21,61696892;17,49918157;14,02003044;11,25002433;9,045074792;7,827428655;6,914947664;6,122355336;5,440638719;4,810757755;4,365206379;3,943968406;3,578583631;3,250532886;2,946232405"
"PT.RWH.GHG-INT (kg/sqm);39,66425493;34,30734904;32,21842039;30,25310392;25,60612052;23,9043855;22,18040298;19,17672075;17,70684392;16,33750338;14,38005107;13,27654485;11,99723355;11,01948383;10,12204793;9,304017034;7,388094177;6,696400331;6,124388572;5,681967781;5,342323829;5,174131652;5,060158499;4,968619845;4,89764739;4,837509369;4,809921112;4,789702938;4,783499226;4,790854909;4,813444591"
"RO.RWH.GHG-INT (kg/sqm);67,83345796;61,57728608;56,5203196;51,7240089;45,87213557;41,76262654;37,6241565;33,23723133;29,75212394;26,50819419;23,12859318;20,51910909;17,92445566;15,61170143;13,47935935;11,52362974;9,262160021;7,621017362;6,243975294;5,15283672;4,288037621;3,803132644;3,437561949;3,120655;2,848126164;2,597545202;2,416335878;2,245482367;2,095859859;1,960241552;1,833259973"
"SK.RWH.GHG-INT (kg/sqm);43,79911543;39,75096857;36,89896612;34,1709585;30,31387126;27,90591207;25,4356134;22,54677079;20,42163729;18,42249514;16,20816301;14,5719704;12,88898226;11,40451876;10,02138069;8,739415322;7,060639657;5,957686851;5,025123513;4,282453894;3,691313844;3,366112489;3,123237952;2,912897399;2,732784479;2,566946038;2,451121924;2,341645807;2,246406491;2,15935296;2,075296545"
"SI.RWH.GHG-INT (kg/sqm);44,1733383;40,38850951;37,39385443;34,52088548;30,84214685;28,33035484;25,75662524;22,94505546;20,7341578;18,65282412;16,42894309;14,72213918;12,99062883;11,43284409;9,976126861;8,62039775;6,998479979;5,822094863;4,822737667;4,023105511;3,383152729;3,029902844;2,764316692;2,532258698;2,331524865;2,144788848;2,012441067;1,886555193;1,776865178;1,677851483;1,585340457"
"ES.RWH.GHG-INT (kg/sqm);25,55955146;23,24505414;21,6766178;20,16144944;17,94618173;16,60604274;15,21785337;13,56905545;12,3618024;11,21741639;9,934958771;8,986290971;8,000444051;7,122626536;6,296718889;5,523483149;4,517746236;3,838913046;3,259666729;2,794580025;2,421094534;2,215927855;2,06170694;1,926430452;1,808946485;1,698959356;1,621047094;1,54641994;1,481134698;1,422042124;1,366847362"
"SE.RWH.GHG-INT (kg/sqm);5,522623424;4,764452984;4,526727657;4,297670669;3,643595845;3,443552931;3,240880148;2,83841063;2,666731572;2,506803504;2,258130072;2,129150461;1,972900304;1,857824681;1,751479003;1,653705302;1,398251156;1,314734596;1,244637082;1,189239781;1,145537178;1,121755258;1,104257253;1,089391085;1,076998194;1,065944403;1,058764137;1,052324008;1,04713407;1,042676024;1,03843829"
"UK.RWH.GHG-INT (kg/sqm);40,90122117;37,51828737;34,98227107;32,50489932;29,16385928;26,94488609;24,62803033;22,04447444;20,01342218;18,07858899;15,98828749;14,37248483;12,71756046;11,20989609;9,785244067;8,44571533;6,880122222;5,698503083;4,685585517;3,867720877;3,206810339;2,837314215;2,55572448;2,30655639;2,087949211;1,881966339;1,731601405;1,586337291;1,45648763;1,336076281;1,22041184"
"HR.RWH.GHG-INT (kg/sqm);62,62790897;56,52599246;52,20756314;48,07178326;42,22480151;38,63737845;35,00426403;30,77444564;27,6967606;24,82421759;21,67378414;19,35403639;16,99375569;14,92990457;13,02350081;11,27186095;9,010535708;7,538075551;6,300650024;5,318403874;4,538557452;4,098660946;3,76587045;3,477206178;3,229007442;3,001424658;2,83674611;2,682485722;2,548337143;2,427856483;2,316214146"
"CH.RWH.GHG-INT (kg/sqm);19,78731466;18,02249804;16,87919417;15,76110399;14,03622612;13,03165558;11,98313923;10,70029236;9,781558385;8,907601161;7,911608679;7,183123118;6,419002723;5,73953356;5,097625368;4,494038526;3,691365136;3,157007409;2,699032737;2,329661051;2,031550566;1,866853575;1,742225778;1,632186066;1,535918768;1,445158577;1,379883522;1,316719744;1,260482304;1,208421674;1,158376079"
"NO.RWH.GHG-INT (kg/sqm);6,903033963;5,970891835;5,795169001;5,609778873;4,793757925;4,612090914;4,4035342;3,900845298;3,703065018;3,505604802;3,172699672;2,997346387;2,773018441;2,594092562;2,41734419;2,24530081;1,86917109;1,707473879;1,566651191;1,452689605;1,360817397;1,315865343;1,284373576;1,257131689;1,233433639;1,210879579;1,197693013;1,184687521;1,173918865;1,164350283;1,155135351"
"AT.HOT.GHG-INT (kg/sqm);47,46312037;42,45206713;39,69535193;37,04728404;32,44021572;30,11003315;27,70735834;24,46498924;22,38481694;20,41977254;18,04499687;16,42477825;14,68451603;13,19478661;11,79801971;10,4949659;8,46905513;7,32818212;6,358678241;5,584488838;4,966814483;4,634555897;4,388958174;4,175745284;3,992775549;3,822573464;3,706441715;3,595990413;3,501647712;3,418575725;3,343665157"
"BE.HOT.GHG-INT (kg/sqm);63,42171011;57,68179666;53,9590713;50,33775149;44,77498381;41,53367348;38,14830064;34,00254957;31,03083514;28,20093164;24,96760044;22,60428185;20,12035642;17,91174156;15,82457312;13,86193625;11,22683381;9,485674725;7,994840739;6,794740917;5,828572131;5,300821104;4,904737762;4,556548318;4,253629377;3,968938011;3,768538172;3,575981792;3,40784475;3,256101022;3,115038664"
"BG.HOT.GHG-INT (kg/sqm);72,81921924;66,66930614;61,45089632;56,45691132;50,45380564;46,11350344;41,69854896;37,07197438;33,31235884;29,79143242;26,12861433;23,2669388;20,4085428;17,83064179;15,43473607;13,21877152;10,69902324;8,802642394;7,199813534;5,922484915;4,904358695;4,338963904;3,91347988;3,542914758;3,223093667;2,926854796;2,714871244;2,513506967;2,336910232;2,176106242;2,024191785"
"CY.HOT.GHG-INT (kg/sqm);157,1275455;144,2674331;132,1260838;120,4637012;107,496081;97,38859601;87,22969974;77,12237827;68,59151804;60,674073;52,71699407;46,37149263;40,17122056;34,59019465;29,46817174;24,79754697;19,80464434;15,94868997;12,74324617;10,22671122;8,254972615;7,139738474;6,301939633;5,587356121;4,984821878;4,447907882;4,065307433;3,720176022;3,4314587;3,184042724;2,966945433"
"CZ.HOT.GHG-INT (kg/sqm);116,6807414;107,595167;99,91726348;92,45676983;83,22797305;76,58914077;69,69879195;62,39411092;56,39145496;50,69563992;44,70324615;39,97441717;35,19180875;30,81019714;26,68330246;22,81497545;18,48788709;15,09093983;12,18623401;9,846603533;7,960575812;6,909716506;6,111560013;5,407317276;4,791299165;4,21220284;3,791885357;3,386605235;3,025500485;2,691489561;2,371177563"
"DK.HOT.GHG-INT (kg/sqm);36,95975546;34,08533662;31,51462113;29,0474571;26,15830023;23,99372436;21,77551077;19,48205365;17,57463639;15,78041654;13,91917425;12,45047921;10,98105493;9,646991229;8,403128473;7,249266706;5,948305925;4,952773104;4,110134704;3,438579045;2,903566212;2,610384552;2,391545873;2,201488838;2,038150209;1,88697243;1,781261468;1,681248588;1,595044015;1,518280189;1,447895125"
"EE.HOT.GHG-INT (kg/sqm);193,2338765;178,5474875;163,1779095;148,5890705;133,9441445;121,4046664;108,7492199;96,88917756;86,20606127;76,249173;66,51498006;58,48583997;50,6990234;43,54421359;36,92885738;30,84247501;24,87278233;19,72396077;15,39228587;11,95399909;9,224721732;7,705758441;6,564392647;5,574852051;4,724822958;3,942676049;3,384333907;2,858406648;2,401057511;1,989028017;1,604749331"
"FI.HOT.GHG-INT (kg/sqm);35,86809619;32,13149539;29,8112631;27,60500014;24,15760971;22,25117419;20,32417001;17,88474734;16,25477146;14,73719938;12,96968937;11,7481469;10,46631744;9,37926927;8,376611312;7,456911822;6,031624169;5,24977721;4,596431744;4,083660095;3,682427112;3,47138994;3,319318405;3,190428374;3,082454512;2,983791233;2,918445955;2,855977467;2,801580486;2,751138149;2,701433059"
"FR.HOT.GHG-INT (kg/sqm);26,90460258;24,24017624;22,55467511;20,93084011;18,42235708;17,00171809;15,55204159;13,75749833;12,52014916;11,35996756;10,03171786;9,08680359;8,100337963;7,244532543;6,447018897;5,707256085;4,659360177;4,020672963;3,479709098;3,048232036;2,704189137;2,515437054;2,374509781;2,252223975;2,147318945;2,050421002;1,982893776;1,918876519;1,863156706;1,812220529;1,763063775"
"DE.HOT.GHG-INT (kg/sqm);61,62437728;57,6685987;53,39049844;49,24055456;44,9415194;41,24664977;37,42764633;33,77434804;30,4451824;27,28848427;24,13870024;21,51186657;18,91485096;16,48620344;14,19799268;12,05239146;9,897953884;8,007100285;6,39031798;5,089146072;4,039189005;3,462896591;3,025870605;2,641141491;2,305659346;1,992194358;1,764918828;1,54762164;1,355255173;1,178288217;1,008922469"
"EL.HOT.GHG-INT (kg/sqm);91,90193748;84,7196265;78,35643608;72,24243843;65,01608679;59,65773109;54,15531263;48,44457888;43,7086172;39,24367484;34,59086951;30,91950906;27,22642876;23,85554684;20,69365484;17,74121833;14,41425166;11,83113313;9,63050316;7,866144182;6,451437794;5,675530417;5,093537701;4,584179113;4,14285285;3,730398384;3,438978083;3,159400797;2,913595295;2,688489462;2,473836251"
"HU.HOT.GHG-INT (kg/sqm);69,82378417;63,56670207;59,05504192;54,64538455;48,33791772;44,41528336;40,40676444;35,72253143;32,29695797;29,08969014;25,54012914;22,90698169;20,21290552;17,85696795;15,6756288;13,66631774;10,98655782;9,276460613;7,838926404;6,700679326;5,80062731;5,307319272;4,942062741;4,629683912;4,366589037;4,129167294;3,969496788;3,823121098;3,700863821;3,592665538;3,488987352"
"IE.HOT.GHG-INT (kg/sqm);115,2490044;106,1536539;97,73754105;89,64121878;80,4429185;73,35911626;66,1458344;58,86212893;52,71149889;46,95332387;41,08644293;36,41071462;31,78666258;27,58911493;23,69629674;20,10493928;16,21125134;13,15634918;10,58242601;8,537506297;6,913298648;6,011744369;5,33532489;4,749233245;4,24639892;3,784043046;3,455913525;3,147111595;2,879238294;2,638070187;2,412637876"
"IT.HOT.GHG-INT (kg/sqm);73,02865634;67,27061287;62,01608525;56,97500036;51,24593739;46,85090663;42,36090405;37,83228612;33,99111874;30,38190626;26,69902593;23,74934691;20,82027299;18,14038044;15,63869482;13,31415789;10,82972508;8,822672102;7,118468689;5,754226354;4,661425416;4,052621069;3,592127508;3,188590205;2,838004271;2,511032806;2,274925628;2,049066912;1,849321101;1,665975487;1,491499067"
"LV.HOT.GHG-INT (kg/sqm);52,77600847;48,58252493;44,99580585;41,54002635;37,4169179;34,32133343;31,13635086;27,85591611;25,10683477;22,51369231;19,83247028;17,70048847;15,56818468;13,62041749;11,79865348;10,1032174;8,241622727;6,772886419;5,525276011;4,526722293;3,727239856;3,283778115;2,949286063;2,656546238;2,402677071;2,166118578;1,996536876;1,83459131;1,692109068;1,562097318;1,439221201"
"LT.HOT.GHG-INT (kg/sqm);67,08665114;61,52083092;56,95927165;52,52917792;46,89571667;42,98269594;38,98069007;34,65198204;31,22826248;28,01687372;24,61376983;21,99765903;19,35962425;16,99320721;14,78950575;12,74703511;10,31709699;8,559038734;7,070857187;5,883930155;4,937323424;4,415126525;4,023873115;3,683887772;3,391634477;3,121600845;2,931895134;2,752420842;2,596510821;2,455109757;2,320734585"
"LU.HOT.GHG-INT (kg/sqm);45,61637692;42,63130039;39,23393692;35,96501898;32,77238746;29,90346275;26,96245523;24,25144159;21,72404293;19,34518977;17,02215807;15,07260008;13,16936888;11,39308298;9,733306418;8,189789503;6,712420547;5,376492678;4,241994568;3,334129144;2,607317371;2,204307536;1,900378115;1,634360542;1,403618333;1,188507505;1,034261666;0,886829922;0,756983424;0,638355511;0,5261081"
"MT.HOT.GHG-INT (kg/sqm);141,952217;124,3959181;114,938009;106,0477699;90,58925998;83,05090538;75,52631512;65,31169773;59,13553496;53,44448033;46,55651984;42,07882633;37,3061147;33,397284;29,807345;26,51937225;20,9145533;18,17965722;15,89323268;14,10214885;12,69194799;11,90951047;11,32621234;10,82860438;10,41023553;10,03408955;9,772014628;9,53417287;9,338648176;9,175130046;9,038794825"
"NL.HOT.GHG-INT (kg/sqm);101,3011587;94,39392363;86,58709571;79,1048474;71,84976854;65,32894533;58,6874099;52,59841487;46,93343029;41,62423377;36,47400164;32,15382357;27,96193815;24,06553891;20,44210058;17,08879886;13,91113033;11,03949204;8,61071993;6,673505141;5,127791943;4,267152422;3,618070353;3,051903772;2,562433645;2,108556358;1,782465402;1,472518049;1,20028085;0,952207934;0,717880355"
