";2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050"
"USA-LA.OFF.GHG-INT (kg/sqm);41,63667955;39,2057345;36,02701;33,77937621;30,7755821;28,70402485;25,71848076;23,69623329;21,59157413;19,71656565;17,70288537;16,11014993;14,30450331;12,78850038;10,42922929;9,067091075;7,75804042;6,527867842;5,463924096;4,597876523;3,892026686;3,496406124;3,193042222;2,922277176;2,68265072;2,454655668;2,286955164;2,123390629;1,975799335;1,837613021;1,703582034"
"USA-CHI.OFF.GHG-INT (kg/sqm);71,1117915;66,73971357;60,75465021;55,91183939;50,50703675;46,24547477;41,11339796;37,18072491;33,32820458;29,86009191;26,36093747;23,5327606;20,57504535;18,02162811;14,73163227;12,54014853;10,48757973;8,605391007;7,010007968;5,733747494;4,711879664;4,136894162;3,699943453;3,317067152;2,984285284;2,67472014;2,448951365;2,233785211;2,043415102;1,868963471;1,703582034"
"USA-HOU.OFF.GHG-INT (kg/sqm);50,4821285;47,46020674;43,97639931;41,39674337;38,03558388;35,59550572;32,16838462;29,71553405;27,16882998;24,84407741;22,35492191;20,3482081;18,10658529;16,15631639;13,36621749;11,57996004;9,848556104;8,208795383;6,78251727;5,616640696;4,662613392;4,131765054;3,725181041;3,360899264;3,037455755;2,727895985;2,501283946;2,2788448;2,077533956;1,888231785;1,703582034"
"USA-PHO.OFF.GHG-INT (kg/sqm);55,303825;51,97455298;47,38354042;43,84020032;39,64801794;36,50130817;32,47856853;29,5409839;26,60881679;23,98925131;21,29291699;19,13626237;16,81507514;14,84345449;12,08394407;10,3734771;8,760854046;7,272574873;6,004145891;4,984422987;4,163740436;3,701778957;3,349523878;3,039151888;2,767878816;2,5138622;2,327812532;2,149290869;1,990315103;1,843630357;1,703582034"
"USA-PHI.OFF.GHG-INT (kg/sqm);70,6139395;66,27123133;60,5508989;55,93270995;50,71541646;46,60766312;41,59382044;37,7511631;33,96154237;30,53180755;27,04573152;24,22093196;21,24616052;18,66051984;15,32493424;13,07655228;10,95592798;8,998192251;7,329704467;5,988863047;4,910285244;4,305391467;3,845151899;3,439942557;3,086130501;2,754844044;2,513269493;2,281418022;2,075228144;1,885109339;1,703582034"
"USA-SA.OFF.GHG-INT (kg/sqm);46,0928385;43,36457311;40,00659831;37,57043977;34,36933192;32,09838471;28,88074331;26,6347762;24,30349893;22,20056976;19,94876714;18,14953438;16,12854554;14,39961775;11,8305137;10,26305058;8,750706177;7,32436985;6,087541191;5,078854568;4,255274057;3,795401599;3,443041324;3,128013225;2,848819368;2,582449855;2,387044826;2,195884949;2,023176025;1,861152889;1,703582034"
"USA-SD.OFF.GHG-INT (kg/sqm);40,9746345;38,58712591;35,48184154;33,30115515;30,35832717;28,34155361;25,4081485;23,43157654;21,36777458;19,52909825;17,54820826;15,98238477;14,20086647;12,70578305;10,36448137;9,017575976;7,721365526;6,501693197;5,445755869;4,585498024;3,883775259;3,490606263;3,189019683;2,91961273;2,680996312;2,453727356;2,286527333;2,123281146;1,97585861;1,837707328;1,703582034"
"USA-DAL.OFF.GHG-INT (kg/sqm);42,800871;40,29333418;36,99880496;34,64454104;31,54255835;29,38183463;26,30963649;24,21061376;22,03615658;20,09796272;18,02588424;16,38475132;14,53443456;12,97859209;10,58395943;9,190682947;7,8541056;6,600156166;5,517095791;4,636478384;3,919563158;3,517610092;3,209553036;2,934912963;2,692123135;2,461433612;2,291822787;2,126620934;1,977717639;1,838470594;1,703582034"
"USA-SJ.OFF.GHG-INT (kg/sqm);41,7400045;39,30219237;36,11760146;33,86417374;30,85464816;28,77754843;25,78597762;23,75808836;21,64791197;19,76752844;17,74842134;16,15103547;14,34068305;12,82013447;10,45648043;9,090139297;7,777009211;6,542969312;5,475662768;4,606870524;3,89877911;3,501927922;3,197628953;2,926028216;2,685662176;2,456959099;2,288748301;2,124682066;1,976638539;1,838027623;1,703582034"
"USA-AUS.OFF.GHG-INT (kg/sqm);44,117658;41,5235766;38,09256885;35,61312745;32,39637071;30,13183957;26,95955659;24,7722353;22,51798749;20,5080363;18,37020883;16,67477696;14,77485817;13,17521197;10,74213286;9,315429411;7,949755502;6,671101184;5,56849375;4,673204766;3,945342524;3,537059698;3,224340198;2,945929708;2,700133361;2,466980209;2,295633088;2,1290232;1,979054174;1,839018966;1,703582034"
"USA-JAC.OFF.GHG-INT (kg/sqm);54,8951175;51,59270681;47,04409169;43,53963517;39,38310158;36,26863164;32,2769705;29,36680198;26,45940614;23,86211483;21,1861858;19,04638164;16,74058381;14,78255062;12,0349629;10,33485903;8,731253347;7,250627438;5,988251583;4,973070337;4,155775012;3,695772587;3,344960311;3,035754478;2,76541074;2,512154869;2,326641267;2,148553652;1,989905861;1,843462983;1,703582034"
"USA-WDC.OFF.GHG-INT (kg/sqm);67,651587;63,51079252;57,63856126;52,92021565;47,65080582;43,52990348;38,56810861;34,80215069;31,12155152;27,82902821;24,51623233;21,85052151;19,06444757;16,68239902;13,56277342;11,53932316;9,654387879;7,935017294;6,483833245;5,327003877;4,404078359;3,882978785;3,487171595;3,141603492;2,842286827;2,565320652;2,363100131;2,171490867;2,002630668;1,848662554;1,703582034"
"USA-SF.OFF.GHG-INT (kg/sqm);45,17268895;42,50934293;38,96413372;36,38036137;33,06836453;30,71805281;27,46374981;25,20439287;22,88547027;20,81776984;18,62753144;16,8889849;14,95013951;13,3165078;10,85399375;9,402091317;8,014904769;6,718389261;5,601953161;4,696505783;3,961258051;3,548639175;3,232754439;2,951863977;2,704163466;2,469552183;2,297188734;2,129842726;1,979389187;1,839085993;1,703582034"
"USA-BOS.OFF.GHG-INT (kg/sqm);72,262047;67,81824463;61,46751003;56,31033898;50,63863063;46,15391752;40,84145028;36,76615986;32,80609006;29,26228874;25,71932225;22,86354723;19,90391147;17,36864227;14,11458818;11,97431288;9,987743688;8,182133588;6,662755656;5,454771209;4,493703024;3,950539865;3,538484691;3,179787895;2,870012305;2,584489504;2,376240035;2,179753474;2,007211448;1,850532562;1,703582034"
"USA-NY.RHS.GHG-INT (kg/sqm);68,98283223;64,73509871;60,64353122;57,3960778;53,31070246;50,11983164;45,7864493;42,44732241;38,98783081;35,73182153;32,25537005;29,38825096;26,23843424;23,38200514;19,6915532;17,01775626;14,40136485;11,90240609;9,71542514;7,919662401;6,443932798;5,628917112;5,005380448;4,444417226;3,944590608;3,463261422;3,112574178;2,76604833;2,451456054;2,154301371;1,862784621"
"USA-LA.RHS.GHG-INT (kg/sqm);63,3109955;59,45245721;54,90448481;51,32753399;47,03041692;43,72537236;39,42918778;36,19291758;32,91673447;29,91469776;26,77916676;24,22997005;21,46926024;19,04053571;15,81027863;13,62116493;11,51744888;9,540819253;7,832430208;6,443463976;5,313023528;4,683537287;4,202827066;3,774512439;3,396245466;3,03651811;2,77396853;2,517867751;2,287351154;2,071814741;1,862784621"
"USA-CHI.RHS.GHG-INT (kg/sqm);110,7888704;103,8036367;94,73276056;86,9734636;78,80715412;71,97314608;64,21842474;57,90421431;51,81222806;46,24392082;40,715759;36,17674215;31,56072735;27,46153354;22,7327942;19,20860869;15,908182;12,88229993;10,31882925;8,269927979;6,631170183;5,713147712;5,017554189;4,408933366;3,880875089;3,390023543;3,034132992;2,695116494;2,395884026;2,122120509;1,862784621"
"USA-HOU.RHS.GHG-INT (kg/sqm);77,55905399;72,74856704;67,71019834;63,59928581;58,72722517;54,82912585;49,82204507;45,89244095;41,9043788;38,17795809;34,27648522;31,06037861;27,59723558;24,46877023;20,54425594;17,67164579;14,88723209;12,25043859;9,958022148;8,085760658;6,555268746;5,707805219;5,060709823;4,481646235;3,968261985;3,477043027;3,119520869;2,768503357;2,451378469;2,153428978;1,862784621"
"USA-PHO.RHS.GHG-INT (kg/sqm);85,32573877;80,02022529;73,19542772;67,52976564;61,31710521;56,27918428;50,31157495;45,60038335;40,99097001;36,78951447;32,55448639;29,0970971;25,50629189;22,34411266;18,46970657;15,72014601;13,12816243;10,73655375;8,699517749;7,063653598;5,748797534;5,012745099;4,45351029;3,961614135;3,532573457;3,131137533;2,839181516;2,559145002;2,310438361;2,081358329;1,862784621"
"USA-PHI.RHS.GHG-INT (kg/sqm);109,9869412;103,0490059;94,40516753;87,0081981;79,14434008;72,55841417;64,99437374;58,82532204;52,83474754;47,32829098;41,82116157;37,28753534;32,64394349;28,49270414;23,69035634;20,07431979;16,66404269;13,51622627;10,83476782;8,681638642;6,951358103;5,985066843;5,251887857;4,607224914;4,045227715;3,519322595;3,137924951;2,771982434;2,447221023;2,148175101;1,862784621"
"USA-SA.RHS.GHG-INT (kg/sqm);70,48888028;66,15141754;61,31517349;57,43493445;52,82030028;49,1943304;44,52446231;40,92795179;37,28680788;33,91766578;30,39854698;27,51669173;24,40903588;21,63723108;18,0688496;15,5488526;13,11750441;10,82471489;8,837672497;7,218794716;5,898584661;5,165533005;4,605846312;4,106182339;3,664133117;3,242544022;2,935332994;2,634745002;2,363734388;2,109767615;1,862784621"
"USA-SD.RHS.GHG-INT (kg/sqm);62,24458761;58,45601333;54,02649563;50,55751444;46,35870775;43,14199299;38,92985271;35,76719787;32,55685105;29,61334578;26,53062388;24,02476358;21,30289244;18,90782823;15,70647107;13,5418422;11,45874994;9,498970588;7,803418089;6,423725534;5,299887514;4,674326119;4,196460089;3,770315334;3,39365878;3,035084112;2,773328422;2,517727593;2,287470731;2,071978843;1,862784621"
"USA-DAL.RHS.GHG-INT (kg/sqm);65,18625;61,20434249;56,46963331;52,72075773;48,26534469;44,81656464;40,38072374;37,02073219;33,63208904;30,52826409;27,29867765;24,67153948;21,83890976;19,34605857;16,05889857;13,81969359;11,67171271;9,65686391;7,917758141;6,505389282;5,357182341;4,717526309;4,229280086;3,79474606;3,411404504;3,047358319;2,781747165;2,523025271;2,290410631;2,073180676;1,862784621"
"USA-SJ.RHS.GHG-INT (kg/sqm);63,47742911;59,60782941;55,05041104;51,46413043;47,15778361;43,84381323;39,53792228;36,29256533;33,00749572;29,99680119;26,85252859;24,29584078;21,52755037;19,09150301;15,85418497;13,65830015;11,54801174;9,565151309;7,851344212;6,457955763;5,323903626;4,692434588;4,210217767;3,780556634;3,401097988;3,040229786;2,776857964;2,519948773;2,28870346;2,072482844;1,862784621"
"USA-AUS.RHS.GHG-INT (kg/sqm);67,30730211;63,1859942;58,23121048;54,28050385;49,6400544;46,02393572;41,42679062;37,92450644;34,40730175;31,18787907;27,85239872;25,13781612;22,22532849;19,66197363;16,31295202;14,01998122;11,82522045;9,770672296;8,00017038;6,564247129;5,39847488;4,748659056;4,25293063;3,812349813;3,424190161;3,056200896;2,787811325;2,526840614;2,292527425;2,074045731;1,862784621"
"USA-JAC.RHS.GHG-INT (kg/sqm);84,66740154;79,40515505;72,64869304;67,0456993;60,89049005;55,90452329;49,98699062;45,31997167;40,75046591;36,58489137;32,38272933;28,95247897;25,3864555;22,24615289;18,39093957;15,65805774;13,08058332;10,70128534;8,673983469;7,045420876;5,736008695;5,003105392;4,4461896;3,956167108;3,528618939;3,12840387;2,837308039;2,557967232;2,309785636;2,081092002;1,862784621"
"USA-WDC.RHS.GHG-INT (kg/sqm);105,2152476;98,60256731;89,71298951;82,15380474;74,20527933;67,59760134;60,11699705;54,07120838;48,25608004;42,97058467;37,74263001;33,46534612;29,12588291;25,30282894;20,84864504;17,59527078;14,56503117;11,80159197;9,470563575;7,614187159;6,134931757;5,303775658;4,674508029;4,126032524;3,651925995;3,213631911;2,895707076;2,594671798;2,330121222;2,089385762;1,862784621"
"USA-SF.RHS.GHG-INT (kg/sqm);69,00672322;64,77384852;59,63491075;55,51598308;50,72198715;46,96758706;42,23825013;38,61987914;34,99846683;31,68601235;28,26612068;25,48210607;22,50695004;19,88889801;16,49251988;14,1590246;11,92968622;9,846447608;8,053746604;6,601526494;5,42391518;4,76714537;4,266342049;3,821788928;3,430582971;3,060266321;2,790255179;2,528114962;2,293036612;2,074138292;1,862784621"
"USA-BOS.RHS.GHG-INT (kg/sqm);112,6416772;105,5409228;95,88029922;87,61402859;79,01729812;71,82344954;63,77788305;57,23375311;50,96841605;45,27815255;39,67945968;35,09604724;30,47706192;26,40726816;21,73662955;18,29516832;15,10132392;12,19908464;9,758317842;7,819635003;6,279020974;5,412368199;4,756961916;4,187370527;3,696446408;3,244399559;2,916785275;2,607916604;2,337456951;2,092376226;1,862784621"
"USA-NY.RSM.GHG-INT (kg/sqm);73,18723963;68,65436013;64,34651243;60,88125293;56,57646438;53,17027917;48,59718445;45,03129965;41,34719229;37,86974564;34,16679807;31,10469432;27,75523733;24,70416774;20,82438658;17,96753507;15,17200506;12,50196485;10,16537639;8,246945861;6,670581223;5,800456591;5,134982206;4,536365104;4,003070657;3,489520705;3,115593889;2,746089222;2,410694957;2,093916514;1,783141511"
"USA-LA.RSM.GHG-INT (kg/sqm);67,13587479;63,01825955;58,22179862;54,40360583;49,87177895;46,34288342;41,80884626;38,3522575;34,86346841;31,65690074;28,31777838;25,59500487;22,66097198;20,06660845;16,67828647;14,33909481;12,09116438;9,979069123;8,153727356;6,669862827;5,462368471;4,790440726;4,277546028;3,820639599;3,417212405;3,033578517;2,753815905;2,480921823;2,235356097;2,005782333;1,783141511"
"USA-CHI.RSM.GHG-INT (kg/sqm);117,7907079;110,3372047;100,7133606;92,43143836;83,77027544;76,47529307;68,25060198;61,50962746;55,01633588;49,0716803;43,17992667;38,33433261;33,42115569;29,04496352;24,05840582;20,2954043;16,77136535;13,540537;10,80358802;8,616231918;6,866929358;5,887435729;5,145494218;4,496420679;3,933369476;3,41003197;3,030824002;2,669613907;2,350873643;2,059313744;1,783141511"
"USA-HOU.RSM.GHG-INT (kg/sqm);82,33733496;77,20406016;71,88513501;67,4978719;62,3531343;58,19190143;52,89968047;48,70356211;44,45537363;40,47598958;36,31963146;32,88526201;29,20166748;25,8605694;21,73132368;18,66265613;15,68820252;12,87147145;10,42274037;8,422995427;6,788467178;5,883863136;5,193361913;4,575535991;4,027872553;3,503869004;3,122721095;2,748498651;2,410472446;2,09291504;1,783141511"
"USA-PHO.RSM.GHG-INT (kg/sqm);90,62372356;84,96233176;77,73527786;71,68743153;65,11092675;59,73243962;53,41460135;48,38402153;43,47257244;38,98625274;34,47413922;30,78251578;26,96307985;23,58650679;19,51133213;16,5746533;13,80630809;11,25202931;9,076583828;7,329765975;5,925919958;5,140509675;4,544002296;4,019417568;3,561966359;3,133983409;2,822955952;2,52463881;2,25977358;2,015855941;1,783141511"
"USA-PHI.RSM.GHG-INT (kg/sqm);116,9351179;109,5320712;100,3642878;92,46931083;84,13114072;77,1010816;69,07999975;62,49401623;56,10899113;50,23034859;44,36100998;39,5211312;34,57845663;30,14663377;25,08141574;21,22027082;17,57886469;14,21776434;11,35476329;9,056057498;7,208980079;6,177919872;5,395825221;4,708247875;4,108940146;3,548155852;3,141699388;2,751725337;2,40571377;2,087146144;1,783141511"
"USA-SA.RSM.GHG-INT (kg/sqm);74,79406412;70,16547217;65,06178587;60,92028986;56,04992646;52,17881157;47,24621275;43,4053676;39,52724813;35,92902811;32,1806318;29,10291305;25,79866198;22,83818426;19,08901771;16,39669228;13,7990818;11,34953722;9,226769308;7,497498311;6,087440128;5,304966041;4,707770725;4,174703207;3,703190877;3,253520109;2,926081609;2,605696343;2,316901402;2,046300573;1,783141511"
"USA-SD.RSM.GHG-INT (kg/sqm);65,99810875;61,95513731;57,28517321;53,58227114;49,15541132;45,72081839;41,276493;37,8984763;34,4799467;31,33583318;28,0530472;25,37650062;22,48388581;19,92540846;16,56788755;14,25478133;12,02881175;9,934648184;8,122958175;6,648949762;5,44846657;4,780708748;4,270834947;3,816230675;3,414509616;3,03209324;2,753168695;2,480798661;2,235501236;2,005966302;1,783141511"
"USA-DAL.RSM.GHG-INT (kg/sqm);69,136611;64,88737366;59,89153404;55,88979038;51,18897615;47,50664841;42,82355464;39,23492684;35,62613002;32,31095527;28,87149188;26,0655733;23,05483263;20,39208497;16,94309376;14,55050679;12,25540391;10,10259041;8,244531856;6,73574693;5,509339071;4,826583231;4,305665483;3,842139818;3,433313715;3,045087577;2,762069843;2,486391089;2,238598083;2,007228428;1,783141511"
"USA-SJ.RSM.GHG-INT (kg/sqm);67,31344521;63,18402837;58,37749195;54,54934722;50,0076747;46,46925747;41,92486542;38,45858255;34,96031273;31,74450803;28,39605899;25,66529292;22,72317175;20,12099479;16,72513865;14,37872194;12,1237784;10,0050344;8,173911064;6,685327564;5,473979113;4,799935503;4,28543309;3,827089768;3,422390893;3,037539548;2,756899476;2,483142679;2,23679928;2,006495339;1,783141511"
"USA-AUS.RSM.GHG-INT (kg/sqm);71,39959225;67,00162932;61,77081565;57,55359133;52,65524187;48,79428495;43,939028;40,19854008;36,45255246;33,01403566;29,46160211;26,56240174;23,46648864;20,72855926;17,21361591;14,76372195;12,41877323;10,22367296;8,332182861;6,798324445;5,553225392;4,859656194;4,330775949;3,860818197;3,446869625;3,054454981;2,768486302;2,490422256;2,240830237;2,008138068;1,783141511"
"USA-JAC.RSM.GHG-INT (kg/sqm);89,92133402;84,30610391;77,15198932;71,17103064;64,65584238;59,33280264;53,06840362;48,0849605;43,21609418;38,76805807;34,29100808;30,62833706;26,8353359;23,4820962;19,4273898;16,5084956;13,75561889;11,21446219;9,049390436;7,310352485;5,912305743;5,130250599;4,536213758;4,0136246;3,557762535;3,131078826;2,82096671;2,523389315;2,259081896;2,01557418;1,783141511"
"USA-WDC.RSM.GHG-INT (kg/sqm);111,8441289;104,7881136;95,35737185;87,28867994;78,85965266;71,80596913;63,87361402;57,41893558;51,22097745;45,57804068;40,00660051;35,4402795;30,82221447;26,74071484;22,04717666;18,57321438;15,33756337;12,3868695;9,8980402;7,916199369;6,337165684;5,450400658;4,779261683;4,194394546;3,688939292;3,221710896;2,883034386;2,56237345;2,280660716;2,024363451;1,783141511"
"USA-SF.RSM.GHG-INT (kg/sqm);73,21272927;68,69573642;63,26829982;58,8714763;53,80920695;49,80063695;44,80428743;40,93990593;37,08271522;33,54493373;29,90244861;26,92918199;23,76643165;20,97017856;17,40475112;14,91166875;12,52988293;10,30423067;8,389111305;6,837913676;5,580225125;4,879258792;4,344981265;3,870801714;3,453618214;3,058735999;2,771048543;2,491748554;2,241351309;2,008225596;1,783141511"
"USA-BOS.RSM.GHG-INT (kg/sqm);119,7674943;112,1907488;101,9371611;93,11389756;83,99315152;76,3139633;67,77876408;60,79234334;54,11401934;48,03921871;42,07224395;37,17932654;32,26306995;27,91836725;22,99394855;19,31938081;15,90925395;12,81055435;10,20472141;8,135134486;6,490695243;5,566089539;4,867087083;4,259714082;3,736337336;3,254457826;2,905459423;2,576457578;2,288456054;2,027538205;1,783141511"
"USA-NY.RWH.GHG-INT (kg/sqm);44,45712243;41,82664356;38,96174663;36,94961801;34,10868258;32,1390045;29,16519234;27,11216205;24,92661754;22,92652857;20,73468879;18,97345891;16,9559364;15,20344445;12,58680592;10,9512346;9,35085864;7,822217865;6,48376177;5,383730579;4,478769958;3,976314169;3,590634537;3,243231798;2,933223751;2,634640198;2,415760209;2,199562699;2,002952497;1,817097353;1,634807114"
"USA-LA.RWH.GHG-INT (kg/sqm);40,99919966;38,60598992;35,4634585;33,25096229;30,28135435;28,24240164;25,29150146;23,30134402;21,22765155;19,38243358;17,39840698;15,8309535;14,05055188;12,55867475;10,22242627;8,882147346;7,594101933;6,383660314;5,33675107;4,484525708;3,789898995;3,40046016;3,10178402;2,835183453;2,599221656;2,374708659;2,209515283;2,048396741;1,902997396;1,766855663;1,634807114"
"USA-CHI.RWH.GHG-INT (kg/sqm);69,94481859;65,64536001;59,74605109;54,98428914;49,65622851;45,46615456;40,40696079;36,54047044;32,75018465;29,34043618;25,89766766;23,11703488;20,20540361;17,69494334;14,44493005;12,29048197;10,27259102;8,422185423;6,853705447;5,598916587;4,594192069;4,028739532;3,598976482;3,2223736;2,895018444;2,590491232;2,368338529;2,156614164;1,969269329;1,797577566;1,634807114"
"USA-HOU.RWH.GHG-INT (kg/sqm);49,68574833;46,71217277;43,27038624;40,73212126;37,4118025;35,01113569;31,62672203;29,21378916;26,70604603;24,41918155;21,968202;19,99417894;17,78557468;15,86715328;13,10771843;11,35082587;9,647885539;8,035075325;6,632209549;5,485427062;4,546982008;4,024692004;3,624609185;3,266133114;2,947823839;2,643174445;2,420101;2,20113742;2,002957111;1,816591755;1,634807114"
"USA-PHO.RWH.GHG-INT (kg/sqm);54,42082753;51,14543878;46,61533154;43,12985767;38,99276469;35,89761978;31,92790805;29,03868174;26,15224563;23,57581122;20,92143019;18,80024079;16,51367037;14,57451091;11,84539872;10,16326318;8,577342906;7,113693487;5,866220981;4,863297492;4,056088842;3,601600597;3,254988929;2,949566291;2,682594837;2,432597685;2,24943561;2,073681802;1,917152596;1,772714401;1,634807114"
"USA-PHI.RWH.GHG-INT (kg/sqm);69,45591003;65,18529035;59,54616509;55,00516324;49,86138424;45,82246791;40,87946291;37,10142658;33,37294247;30,00089344;26,57095686;23,79362394;20,86520787;18,32305534;15,02821247;12,8178203;10,73301911;8,808340643;7,167990477;5,84971224;4,789236997;4,194381876;3,741723836;3,343165875;2,995136646;2,669256175;2,431565536;2,203438756;2,000542478;1,813449377;1,634807114"
"USA-SA.RWH.GHG-INT (kg/sqm);45,37530785;42,6901164;39,37171094;36,9742066;33,81093508;31,57625823;28,39748907;26,18767241;23,89145679;21,82242077;19,60454084;17,834287;15,84238535;14,1413726;11,59901655;10,05705023;8,569305113;7,166161433;5,949414;4,957060571;4,146773513;3,694213335;3,347402637;3,03731675;2,762482098;2,5002674;2,30785512;2,119624342;1,949546693;1,789984644;1,634807114"
"USA-SD.RWH.GHG-INT (kg/sqm);40,34904764;37,99849322;34,9281365;32,78142986;29,87172925;27,88660504;24,98692754;23,04163941;21,00807844;19,1985428;17,24671445;15,70568515;13,94896935;12,47762361;10,15900654;8,833669217;7,558213366;6,358061917;5,318994921;4,472437557;3,7818484;3,394808929;3,097871852;2,832598976;2,597623471;2,373817802;2,209111756;2,048301492;1,903063774;1,766952409;1,634807114"
"USA-DAL.RWH.GHG-INT (kg/sqm);42,1424775;39,67405296;36,417729;34,10046149;31,03438277;28,90782876;25,87180548;23,80623388;21,66398677;19,7567149;17,71534293;16,10036687;14,27610902;12,74512363;10,37416804;9,003332442;7,688280101;6,454515893;5,388859167;4,522348124;3,816874255;3,421227;3,117950023;2,847551636;2,60849038;2,381338558;2,214274441;2,051553499;1,904870907;1,767692602;1,634807114"
"USA-SJ.RWH.GHG-INT (kg/sqm);41,10066848;38,700715;35,55242374;33,33423869;30,35900303;28,31460805;25,35778987;23,36209231;21,28298189;19,4324855;17,4431295;15,87110904;14,08608595;12,58974456;10,24919153;8,904784796;7,612732792;6,39849285;5,348280767;4,493359646;3,796531283;3,40588375;3,1062892;2,838867821;2,602179601;2,376971172;2,211276576;2,049665251;1,903821706;1,767262909;1,634807114"
"USA-AUS.RWH.GHG-INT (kg/sqm);43,43560964;40,88219648;37,49176508;35,05150174;31,87265626;29,64411629;26,5097757;24,35747032;22,13685356;20,15910916;18,05317378;16,38488068;14,51192541;12,93794163;10,52925299;9,125617213;7,782020908;6,524027726;5,439205532;4,558313;3,842111783;3,440260695;3,132414508;2,858322422;2,616317041;2,386754415;2,217991419;2,053894249;1,906171209;1,768224938;1,634807114"
"USA-JAC.RWH.GHG-INT (kg/sqm);54,01946208;50,77045189;46,28199493;42,83471817;38,73264337;35,66916691;31,72998083;28,86768198;26,00557437;23,45101475;20,81667165;18,71202885;16,44056894;14,51474955;11,79734178;10,12537846;8,548308206;7,092168805;5,850635222;4,852167043;4,048280641;3,595714064;3,25051758;2,946238538;2,680178216;2,430926606;2,248289849;2,072961124;1,9167529;1,772551144;1,634807114"
"USA-WDC.RWH.GHG-INT (kg/sqm);66,54677345;62,47444592;56,68578993;52,04613064;46,85092766;42,7989047;37,90687649;34,20406592;30,5825895;27,34526807;24,08551876;21,46444573;18,72139797;16,37926278;13,29660213;11,30721863;9,45400629;7,763554595;6,336740709;5,199287581;4,291771437;3,779259891;3,38991915;3,049971231;2,755495942;2,48299827;2,283982558;2,095404204;1,929194463;1,777629654;1,634807114"
"USA-SF.RWH.GHG-INT (kg/sqm);44,47168794;41,85025551;38,34760612;35,80482943;32,53240873;30,21959258;27,00467972;24,78161466;22,49747447;20,46301466;18,30561362;16,59498585;14,68381469;13,07647149;10,63889588;9,210535997;7,845838749;6,570332339;5,471955599;4,581109549;3,857674944;3,451576012;3,140629447;2,864109526;2,620241265;2,389253935;2,219498124;2,054683555;1,906489885;1,76828554;1,634807114"
"USA-BOS.RWH.GHG-INT (kg/sqm);71,07441081;66,70452016;60,44586082;55,37517943;49,78484003;45,37549029;40,13905305;36,13244138;32,23650004;28,75240951;25,2666297;22,4589145;19,54543891;17,05285747;13,83821026;11,73413166;9,781146731;8,006042919;6,512296397;5,32463869;4,379692447;3,845528198;3,440242621;3,087412541;2,782676183;2,501785786;2,296856836;2,103496547;1,933678416;1,779458713;1,634807114"
"USA-NY.HOT.GHG-INT (kg/sqm);64,54484665;60,58615102;56,7138157;53,68714116;49,82417376;46,85155613;42,76115796;39,65188395;36,42007385;33,38852431;30,14166033;27,47218722;24,52473562;21,86560362;18,36706503;15,87882114;13,44401335;11,1184711;9,083139636;7,411718957;6,03799794;5,278843371;4,69781683;4,175021419;3,709119427;3,260450781;2,933320304;2,610086908;2,316580545;2,039317461;1,767321818"
"USA-LA.HOT.GHG-INT (kg/sqm);59,27362292;55,67664234;51,37953786;48,04613898;43,98597918;40,90692905;36,85087458;33,83703258;30,77549123;27,97994396;25,04995379;22,67599594;20,09026884;17,82876938;14,75809074;12,72049205;10,7623713;8,922504434;7,332187982;6,039028737;4,986380018;4,399741677;3,951524112;3,552075065;3,199209232;2,863617322;2,618445596;2,379298924;2,163975557;1,962610908;1,767321818"
"USA-CHI.HOT.GHG-INT (kg/sqm);103,398042;96,89522099;88,39401446;81,17312783;73,51661807;67,15750737;59,88695048;54,01239389;48,33383376;43,15324188;37,99965359;33,77647363;29,46659627;25,65276712;21,18963314;17,91147671;14,84141613;12,02667044;9,641917696;7,735653063;6,210778862;5,35608419;4,708238523;4,141292228;3,649283783;3,191899384;2,860030517;2,543877938;2,264742469;2,009312845;1,767321818"
"USA-HOU.HOT.GHG-INT (kg/sqm);72,51531297;68,03361751;63,28102341;59,45160139;54,85728933;51,22721768;46,51058049;42,8524476;39,12934994;35,66059753;32,01875061;29,02496637;25,78637509;22,8744973;19,15852231;16,4856161;13,89477692;11,4412677;9,308073254;7,565666326;6,141145757;5,351885521;4,749003272;4,20942297;3,730955478;3,273130883;2,9396739;2,612292917;2,316458095;2,038481213;1,767321818"
"USA-PHO.HOT.GHG-INT (kg/sqm);79,7334215;74,79167645;68,37805358;63,10304909;57,26229977;52,57249567;46,96288015;42,57815788;38,27747667;34,36720097;30,41540155;27,19743959;23,84033404;20,89730192;17,22811563;14,6698219;12,25811004;10,03277798;8,137220126;6,614769615;5,390876487;4,705276206;4,18414033;3,725657481;3,32565722;2,951356892;2,678895147;2,417544557;2,185354754;1,971441292;1,767321818"
"USA-PHI.HOT.GHG-INT (kg/sqm);102,6527546;96,19388875;88,08971886;81,20570214;73,83039024;67,70192592;60,60864266;54,86903484;49,28474836;44,16164703;39,02759668;34,8094136;30,47387988;26,61164432;22,08005545;18,71648293;15,54427102;12,61613913;10,12167137;8,118487535;6,508508936;5,608930328;4,926134959;4,325674275;3,802107292;3,312128064;2,956541251;2,615351451;2,31247791;2,033539536;1,767321818"
